Date;Price;Open;High;Low;Vol.;Change %
12/31/2019;3,955.83;3,964.00;3,966.19;3,955.83;4.10M;-0.29
12/30/2019;3,967.18;3,993.70;3,995.24;3,967.18;9.11M;-0.73
12/27/2019;3,996.35;3,994.65;4,012.52;3,990.97;10.71M;0.11
12/24/2019;3,992.13;3,982.14;3,995.80;3,979.05;2.87M;0.06
12/23/2019;3,989.61;3,983.56;3,992.91;3,974.83;11.66M;-0.08
12/20/2019;3,992.93;3,986.90;4,002.26;3,980.09;41.11M;0.19
12/19/2019;3,985.29;3,965.53;3,985.29;3,961.67;16.79M;0.44
12/18/2019;3,967.68;3,956.97;3,974.11;3,953.43;17.62M;0.1
12/17/2019;3,963.81;3,970.47;3,976.03;3,949.42;20.48M;-0.35
12/16/2019;3,977.89;3,953.88;3,982.65;3,952.61;17.59M;1.06
12/13/2019;3,936.10;3,968.41;3,981.69;3,932.52;28.96M;0.11
12/12/2019;3,931.65;3,925.02;3,946.63;3,894.71;24.51M;0.28
12/11/2019;3,920.85;3,923.39;3,934.55;3,907.72;13.71M;-0.17
12/10/2019;3,927.63;3,940.63;3,941.10;3,896.57;15.71M;-0.38
12/09/2019;3,942.51;3,928.01;3,947.62;3,925.43;12.90M;0.34
12/06/2019;3,929.05;3,906.68;3,937.69;3,899.81;16.99M;1.08
12/05/2019;3,887.14;3,898.00;3,922.65;3,884.75;14.36M;-0.06
12/04/2019;3,889.41;3,835.71;3,890.83;3,835.58;18.12M;1.25
12/03/2019;3,841.33;3,874.08;3,892.49;3,830.06;22.69M;-0.59
12/02/2019;3,864.11;3,911.96;3,938.35;3,861.67;24.84M;-1.09
11/29/2019;3,906.68;3,897.66;3,925.78;3,893.27;16.33M;-0.21
11/28/2019;3,914.86;3,901.47;3,915.71;3,895.29;11.20M;0.06
11/27/2019;3,912.38;3,914.08;3,914.72;3,897.83;15.55M;0.21
11/26/2019;3,904.31;3,901.81;3,909.91;3,878.77;24.77M;0.04
11/25/2019;3,902.93;3,891.22;3,906.72;3,890.60;13.10M;0.62
11/22/2019;3,878.93;3,873.24;3,897.69;3,871.97;20.54M;0.13
11/21/2019;3,873.93;3,871.04;3,878.19;3,842.28;18.12M;-0.57
11/20/2019;3,896.19;3,887.30;3,899.97;3,861.73;19.39M;-0.03
11/19/2019;3,897.44;3,909.17;3,920.19;3,890.84;15.33M;-0.21
11/18/2019;3,905.52;3,903.17;3,920.03;3,887.71;17.33M;0.29
11/15/2019;3,894.25;3,884.16;3,894.68;3,860.14;17.61M;0.62
11/14/2019;3,870.27;3,880.41;3,892.91;3,866.86;18.96M;-0.21
11/13/2019;3,878.37;3,879.74;3,880.99;3,853.24;24.54M;-0.52
11/12/2019;3,898.48;3,880.47;3,903.34;3,873.11;17.99M;0.78
11/11/2019;3,868.27;3,872.19;3,883.50;3,855.01;15.58M;-0.22
11/08/2019;3,876.94;3,862.30;3,908.02;3,851.40;30.42M;-0.03
11/07/2019;3,878.14;3,870.02;3,880.42;3,861.73;29.09M;0.48
11/06/2019;3,859.71;3,857.72;3,873.76;3,849.99;26.98M;0.2
11/05/2019;3,851.87;3,841.06;3,859.52;3,832.52;22.68M;0.59
11/04/2019;3,829.20;3,810.34;3,838.35;3,810.34;26.78M;0.91
11/01/2019;3,794.80;3,771.06;3,797.29;3,766.83;19.46M;0.84
10/31/2019;3,763.25;3,769.61;3,777.93;3,732.16;27.04M;-0.11
10/30/2019;3,767.32;3,763.74;3,776.30;3,740.18;21.17M;0.09
10/29/2019;3,763.93;3,766.58;3,767.44;3,747.05;17.36M;-0.18
10/28/2019;3,770.84;3,750.13;3,773.09;3,746.96;17.91M;0.49
10/25/2019;3,752.35;3,791.64;3,791.64;3,720.62;21.12M;-1.04
10/24/2019;3,791.66;3,769.81;3,797.55;3,766.06;19.23M;0.83
10/23/2019;3,760.28;3,757.10;3,769.02;3,744.98;19.70M;-0.22
10/22/2019;3,768.48;3,789.10;3,793.74;3,760.80;17.84M;-0.41
10/21/2019;3,784.04;3,760.13;3,798.88;3,755.23;23.14M;0.7
10/18/2019;3,757.78;3,773.66;3,778.40;3,752.60;18.20M;-0.49
10/17/2019;3,776.41;3,746.25;3,799.50;3,746.25;24.48M;0.41
10/16/2019;3,761.02;3,759.48;3,767.90;3,736.16;29.06M;0.1
10/15/2019;3,757.24;3,730.26;3,764.52;3,713.51;26.68M;1.18
10/14/2019;3,713.56;3,714.10;3,714.10;3,676.70;19.59M;-0.39
10/11/2019;3,727.92;3,668.61;3,728.00;3,665.26;34.06M;1.92
10/10/2019;3,657.77;3,608.33;3,660.22;3,594.79;28.20M;1.39
10/09/2019;3,607.55;3,592.68;3,625.54;3,584.39;18.15M;0.43
10/08/2019;3,592.12;3,623.53;3,629.70;3,582.86;19.76M;-1.01
10/07/2019;3,628.92;3,611.89;3,633.42;3,602.97;17.06M;0.51
10/04/2019;3,610.64;3,585.69;3,610.64;3,577.12;19.73M;1
10/03/2019;3,574.76;3,563.41;3,585.76;3,544.46;22.45M;0.24
10/02/2019;3,566.37;3,657.79;3,659.00;3,566.08;29.88M;-2.72
10/01/2019;3,666.14;3,727.66;3,740.27;3,661.77;20.80M;-1.3
09/30/2019;3,714.42;3,704.27;3,717.25;3,702.72;20.44M;0.06
09/27/2019;3,712.08;3,703.97;3,714.18;3,700.32;16.06M;0.39
09/26/2019;3,697.73;3,663.55;3,703.03;3,663.55;19.27M;0.51
09/25/2019;3,678.88;3,656.82;3,678.88;3,627.08;23.19M;0.02
09/24/2019;3,678.16;3,697.67;3,725.91;3,673.94;18.78M;-0.41
09/23/2019;3,693.47;3,722.28;3,732.72;3,682.69;18.53M;-1.21
09/20/2019;3,738.72;3,700.05;3,738.72;3,691.97;45.84M;0.89
09/19/2019;3,705.62;3,685.73;3,705.62;3,681.19;22.95M;0.69
09/18/2019;3,680.09;3,694.47;3,707.72;3,679.29;19.41M;-0.29
09/17/2019;3,690.84;3,691.96;3,699.29;3,668.71;23.85M;-0.25
09/16/2019;3,700.19;3,707.18;3,713.83;3,693.06;21.07M;-0.81
09/13/2019;3,730.24;3,706.00;3,732.11;3,699.88;30.60M;0.88
09/12/2019;3,697.66;3,693.17;3,722.19;3,672.68;35.82M;0.55
09/11/2019;3,677.36;3,677.39;3,680.93;3,661.99;28.72M;0.37
09/10/2019;3,663.66;3,653.64;3,675.40;3,635.69;34.43M;0.44
09/09/2019;3,647.75;3,622.70;3,648.21;3,611.32;23.71M;0.85
09/06/2019;3,617.11;3,618.89;3,627.16;3,606.25;24.64M;-0.07
09/05/2019;3,619.54;3,604.88;3,620.24;3,593.05;26.56M;0.86
09/04/2019;3,588.53;3,585.03;3,597.31;3,578.60;20.17M;0.73
09/03/2019;3,562.43;3,571.03;3,573.31;3,550.64;17.79M;-0.3
09/02/2019;3,573.30;3,569.98;3,586.64;3,565.97;13.25M;0.07
08/30/2019;3,570.81;3,532.48;3,578.13;3,528.13;25.90M;1.27
08/29/2019;3,526.12;3,485.02;3,540.25;3,482.23;22.98M;1.01
08/28/2019;3,490.82;3,495.29;3,496.05;3,461.57;15.69M;-0.32
08/27/2019;3,502.19;3,477.56;3,511.03;3,468.16;20.11M;0.43
08/26/2019;3,487.04;3,461.39;3,500.03;3,447.54;15.73M;0.23
08/23/2019;3,479.20;3,524.33;3,535.58;3,479.20;20.79M;-0.88
08/22/2019;3,510.11;3,518.45;3,538.47;3,496.34;22.26M;-0.43
08/21/2019;3,525.25;3,498.26;3,533.18;3,498.26;18.36M;1.06
08/20/2019;3,488.17;3,518.48;3,532.01;3,486.55;22.04M;-0.97
08/19/2019;3,522.42;3,521.69;3,537.39;3,509.60;24.57M;0.69
08/16/2019;3,498.39;3,460.85;3,501.05;3,455.95;43.40M;1.6
08/15/2019;3,443.34;3,461.83;3,472.67;3,396.77;29.87M;-0.31
08/14/2019;3,454.20;3,521.72;3,521.72;3,441.96;31.38M;-1.85
08/13/2019;3,519.20;3,493.81;3,544.74;3,465.38;35.67M;0.34
08/12/2019;3,507.31;3,555.00;3,572.68;3,506.37;23.56M;-0.77
08/09/2019;3,534.57;3,563.77;3,570.37;3,530.81;25.10M;-1.11
08/08/2019;3,574.42;3,566.89;3,584.94;3,546.54;26.22M;1.37
08/07/2019;3,526.05;3,532.02;3,561.00;3,500.50;34.37M;0.59
08/06/2019;3,505.49;3,524.54;3,547.37;3,505.49;30.38M;-0.58
08/05/2019;3,525.89;3,567.50;3,568.96;3,511.74;36.16M;-2.41
08/02/2019;3,613.00;3,658.73;3,666.61;3,606.00;51.96M;-3.14
08/01/2019;3,729.97;3,690.09;3,733.95;3,684.15;36.50M;0.77
07/31/2019;3,701.43;3,690.38;3,708.06;3,687.52;22.15M;0.77
07/30/2019;3,673.09;3,738.07;3,738.07;3,661.65;25.41M;-1.67
07/29/2019;3,735.36;3,730.18;3,750.61;3,725.83;14.44M;-0.02
07/26/2019;3,735.95;3,743.81;3,749.52;3,725.81;18.84M;0.02
07/25/2019;3,735.16;3,746.29;3,786.17;3,715.10;37.96M;0.23
07/24/2019;3,726.47;3,728.76;3,743.03;3,717.47;16.29M;0.08
07/23/2019;3,723.58;3,698.09;3,730.72;3,698.09;19.55M;1.17
07/22/2019;3,680.49;3,661.04;3,688.35;3,655.85;17.15M;0.77
07/19/2019;3,652.42;3,654.35;3,684.31;3,640.15;26.12M;0.88
07/18/2019;3,620.71;3,610.08;3,627.41;3,597.19;16.44M;-0.15
07/17/2019;3,626.13;3,643.76;3,652.73;3,618.37;18.21M;-0.64
07/16/2019;3,649.64;3,616.95;3,652.07;3,616.95;18.24M;0.75
07/15/2019;3,622.64;3,575.13;3,628.03;3,575.13;17.00M;1.24
07/12/2019;3,578.37;3,557.62;3,586.75;3,556.94;19.84M;0.2
07/11/2019;3,571.13;3,596.04;3,601.04;3,567.01;19.62M;-0.52
