Open,Close,High,Low,Volume,Date
1269.222,1269.2224,1269.2224,1269.222,,11/19/2021
1273.87,1273.87003,1273.87003,1273.87,,11/18/2021
1286.87,1286.86985,1286.87,1286.86985,,11/17/2021
1290.548,1290.54783,1290.548,1290.54783,,11/16/2021
1286.815,1286.81541,1286.81541,1286.815,,11/15/2021
1285.479,1285.47907,1285.47907,1285.479,,11/12/2021
1281.397,1281.39673,1281.397,1281.39673,,11/11/2021
1274.39,1274.39038,1274.39038,1274.39,,11/10/2021
1272.955,1272.9548,1272.955,1272.9548,,11/9/2021
1268.823,1268.82296,1268.823,1268.82296,,11/8/2021
1264.065,1264.0655,1264.0655,1264.065,,11/5/2021
1268.451,1268.45086,1268.451,1268.45086,,11/4/2021
1262.459,1262.45917,1262.45917,1262.459,,11/3/2021
1263.956,1263.95602,1263.95602,1263.956,,11/2/2021
1264.535,1264.53511,1264.53511,1264.535,,11/1/2021
1264.754,1264.75413,1264.75413,1264.754,,10/29/2021
1276.068,1276.06808,1276.06808,1276.068,,10/28/2021
1282.885,1282.88513,1282.88513,1282.885,,10/27/2021
1296.06,1296.0598,1296.06,1296.0598,,10/26/2021
1297.259,1297.25936,1297.25936,1297.259,,10/25/2021
1293.14,1293.14,1293.14,1293.14,,10/22/2021
1293.002,1293.00154,1293.002,1293.00154,,10/21/2021
1301.129,1301.12884,1301.129,1301.12884,,10/20/2021
1294.566,1294.56561,1294.566,1294.56561,,10/19/2021
1283.017,1283.01734,1283.01734,1283.017,,10/18/2021
1283.672,1283.6716,1283.672,1283.6716,,10/15/2021
1266.669,1266.66872,1266.669,1266.66872,,10/14/2021
1260.229,1260.22887,1260.229,1260.22887,,10/13/2021
1253.629,1253.62926,1253.62926,1253.629,,10/12/2021
1265.654,1265.65408,1265.65408,1265.654,,10/11/2021
1257.042,1257.04238,1257.04238,1257.042,,10/8/2021
1253.28,1253.27951,1253.28,1253.27951,,10/7/2021
1227.132,1227.13209,1227.13209,1227.132,,10/6/2021
1236.512,1236.51233,1236.51233,1236.512,,10/5/2021
1236.414,1236.41446,1236.41446,1236.414,,10/4/2021
1246.601,1246.60149,1246.60149,1246.601,,10/1/2021
1253.097,1253.09734,1253.09734,1253.097,,9/30/2021
1251.282,1251.28164,1251.282,1251.28164,,9/29/2021
1260.886,1260.88603,1260.88603,1260.886,,9/28/2021
1267.359,1267.35883,1267.359,1267.35883,,9/27/2021
1265.102,1265.10193,1265.102,1265.10193,,9/24/2021
1272.521,1272.52143,1272.52143,1272.521,,9/23/2021
1262.791,1262.79073,1262.791,1262.79073,,9/22/2021
1261.405,1261.40464,1261.405,1261.40464,,9/21/2021
1258.229,1258.22945,1258.22945,1258.229,,9/20/2021
1279.346,1279.34564,1279.346,1279.34564,,9/17/2021
1276.78,1276.78001,1276.78001,1276.78,,9/16/2021
1288.678,1288.67812,1288.67812,1288.678,,9/15/2021
1296.147,1296.14727,1296.14727,1296.147,,9/14/2021
1301.544,1301.54399,1301.544,1301.54399,,9/13/2021
1308.942,1308.94226,1308.94226,1308.942,,9/10/2021
1299.969,1299.96945,1299.96945,1299.969,,9/9/2021
1313.603,1313.60338,1313.60338,1313.603,,9/8/2021
1325.647,1325.64698,1325.647,1325.64698,,9/7/2021
1324.372,1324.37189,1324.372,1324.37189,,9/6/2021
1315.914,1315.91436,1315.91436,1315.914,,9/3/2021
1311.913,1311.91266,1311.913,1311.91266,,9/2/2021
1312.441,1312.44139,1312.44139,1312.441,,9/1/2021
1308.67,1308.67046,1308.67046,1308.67,,8/31/2021
1285.39,1285.38965,1285.39,1285.38965,,8/30/2021
1272.673,1272.67284,1272.673,1272.67284,,8/27/2021
1266.134,1266.13439,1266.13439,1266.134,,8/26/2021
1275.306,1275.30566,1275.306,1275.30566,,8/25/2021
1270.011,1270.01098,1270.011,1270.01098,,8/24/2021
1237.531,1237.53149,1237.53149,1237.531,,8/23/2021
1220.778,1220.77849,1220.77849,1220.778,,8/20/2021
1232.413,1232.41344,1232.41344,1232.413,,8/19/2021
1261.6,1261.60012,1261.60012,1261.6,,8/18/2021
1255.778,1255.77804,1255.77804,1255.778,,8/17/2021
1272.187,1272.1875,1272.1875,1272.187,,8/16/2021
1280.863,1280.86288,1280.863,1280.86288,,8/13/2021
1290.912,1290.91153,1290.912,1290.91153,,8/12/2021
1297.584,1297.5835,1297.584,1297.5835,,8/11/2021
1300.332,1300.33192,1300.332,1300.33192,,8/10/2021
1294.204,1294.20429,1294.20429,1294.204,,8/9/2021
1292.53,1292.53012,1292.53012,1292.53,,8/6/2021
1300.093,1300.0934,1300.0934,1300.093,,8/5/2021
1303.991,1303.99085,1303.991,1303.99085,,8/4/2021
1294.178,1294.17829,1294.17829,1294.178,,8/3/2021
1293.111,1293.11117,1293.11117,1293.111,,8/2/2021
1277.805,1277.80496,1277.805,1277.80496,,7/30/2021
1295.412,1295.41215,1295.41215,1295.412,,7/29/2021
1268.207,1268.20712,1268.20712,1268.207,,7/28/2021
1252.433,1252.43271,1252.433,1252.43271,,7/27/2021
1279.987,1279.98653,1279.987,1279.98653,,7/26/2021
1311.302,1311.30243,1311.30243,1311.302,,7/23/2021
1326.377,1326.37653,1326.377,1326.37653,,7/22/2021
1312.15,1312.1498,1312.15,1312.1498,,7/21/2021
1311.074,1311.07429,1311.07429,1311.074,,7/20/2021
1317.22,1317.21998,1317.22,1317.21998,,7/19/2021
1340.082,1340.0815,1340.082,1340.0815,,7/16/2021
1348.484,1348.48367,1348.484,1348.48367,,7/15/2021
1338.132,1338.13243,1338.13243,1338.132,,7/14/2021
1339.514,1339.51366,1339.514,1339.51366,,7/13/2021
1326.829,1326.82878,1326.829,1326.82878,,7/12/2021
1318.175,1318.17455,1318.175,1318.17455,,7/9/2021
1316.247,1316.24679,1316.247,1316.24679,,7/8/2021
1340.68,1340.67974,1340.68,1340.67974,,7/7/2021
1346.578,1346.57786,1346.578,1346.57786,,7/6/2021
1354.465,1354.46521,1354.46521,1354.465,,7/5/2021
1355.383,1355.38314,1355.38314,1355.383,,7/2/2021
1368.219,1368.2193,1368.2193,1368.219,,7/1/2021
1374.637,1374.6374,1374.6374,1374.637,,6/30/2021
1377.149,1377.14865,1377.149,1377.14865,,6/29/2021
1380.902,1380.90185,1380.902,1380.90185,,6/28/2021
1379.586,1379.58647,1379.58647,1379.586,,6/25/2021
1367.394,1367.39406,1367.39406,1367.394,,6/24/2021
1360.495,1360.49506,1360.49506,1360.495,,6/23/2021
1346.84,1346.84048,1346.84048,1346.84,,6/22/2021
1350.523,1350.52269,1350.523,1350.52269,,6/21/2021
1361.246,1361.24558,1361.246,1361.24558,,6/18/2021
1362.885,1362.88488,1362.885,1362.88488,,6/17/2021
1370,1369.99969,1370,1369.99969,,6/16/2021
1378.267,1378.267,1378.267,1378.267,,6/15/2021
1383.191,1383.191,1383.191,1383.191,,6/14/2021
1381.992,1381.9922,1381.9922,1381.992,,6/11/2021
1378.85,1378.85,1378.85,1378.85,,6/10/2021
1372.804,1372.80435,1372.80435,1372.804,,6/9/2021
1377.432,1377.4321,1377.4321,1377.432,,6/8/2021
1380.592,1380.59173,1380.592,1380.59173,,6/7/2021
1381.559,1381.55872,1381.559,1381.55872,,6/4/2021
1383.573,1383.57321,1383.57321,1383.573,,6/3/2021
1388.466,1388.46563,1388.466,1388.46563,,6/2/2021
1390.846,1390.84611,1390.84611,1390.846,,6/1/2021
1376.208,1376.20778,1376.208,1376.20778,,5/31/2021
1360.782,1360.78213,1360.78213,1360.782,,5/28/2021
1354.314,1354.31428,1354.31428,1354.314,,5/27/2021
1351.952,1351.95235,1351.95235,1351.952,,5/26/2021
1345.493,1345.49265,1345.493,1345.49265,,5/25/2021
1326.678,1326.67824,1326.67824,1326.678,,5/24/2021
1330.041,1330.04144,1330.04144,1330.041,,5/21/2021
1329.306,1329.30575,1329.306,1329.30575,,5/20/2021
1327.538,1327.538,1327.538,1327.538,,5/19/2021
1333.182,1333.18167,1333.182,1333.18167,,5/18/2021
1311.454,1311.45386,1311.454,1311.45386,,5/17/2021
1307.534,1307.53369,1307.534,1307.53369,,5/14/2021
1292.782,1292.78212,1292.78212,1292.782,,5/13/2021
1315.249,1315.24885,1315.249,1315.24885,,5/12/2021
1329.081,1329.08091,1329.081,1329.08091,,5/11/2021
1346.354,1346.35415,1346.35415,1346.354,,5/10/2021
1348.57,1348.57031,1348.57031,1348.57,,5/7/2021
1340.797,1340.79661,1340.797,1340.79661,,5/6/2021
1333.049,1333.04947,1333.04947,1333.049,,5/5/2021
1334.988,1334.98829,1334.98829,1334.988,,5/4/2021
1338.891,1338.89106,1338.89106,1338.891,,5/3/2021
1347.612,1347.61154,1347.612,1347.61154,,4/30/2021
1364.539,1364.53918,1364.53918,1364.539,,4/29/2021
1364.961,1364.96094,1364.961,1364.96094,,4/28/2021
1361.957,1361.95731,1361.95731,1361.957,,4/27/2021
1360.638,1360.63814,1360.63814,1360.638,,4/26/2021
1353.02,1353.02023,1353.02023,1353.02,,4/23/2021
1341.426,1341.42603,1341.42603,1341.426,,4/22/2021
1336.865,1336.86476,1336.865,1336.86476,,4/21/2021
1347.606,1347.60645,1347.60645,1347.606,,4/20/2021
1348.552,1348.55186,1348.552,1348.55186,,4/19/2021
1348.693,1348.69324,1348.69324,1348.693,,4/16/2021
1341.087,1341.08699,1341.087,1341.08699,,4/15/2021
1336.587,1336.58713,1336.58713,1336.587,,4/14/2021
1323.945,1323.94526,1323.94526,1323.945,,4/13/2021
1322.315,1322.31491,1322.315,1322.31491,,4/12/2021
1330.363,1330.36292,1330.363,1330.36292,,4/9/2021
1343.356,1343.35633,1343.35633,1343.356,,4/8/2021
1338.759,1338.75856,1338.759,1338.75856,,4/7/2021
1346.907,1346.9065,1346.907,1346.9065,,4/6/2021
1338.787,1338.78735,1338.78735,1338.787,,4/5/2021
1338.226,1338.22638,1338.22638,1338.226,,4/2/2021
1335.236,1335.2355,1335.236,1335.2355,,4/1/2021
1316.425,1316.42539,1316.42539,1316.425,,3/31/2021
1319.496,1319.49632,1319.49632,1319.496,,3/30/2021
1310.113,1310.11337,1310.11337,1310.113,,3/29/2021
1307.476,1307.47612,1307.47612,1307.476,,3/26/2021
1288.418,1288.41849,1288.41849,1288.418,,3/25/2021
1298.439,1298.43947,1298.43947,1298.439,,3/24/2021
1323.767,1323.76723,1323.76723,1323.767,,3/23/2021
1336.272,1336.27219,1336.27219,1336.272,,3/22/2021
1336.839,1336.83881,1336.839,1336.83881,,3/19/2021
1347.328,1347.32764,1347.328,1347.32764,,3/18/2021
1342.799,1342.79941,1342.79941,1342.799,,3/17/2021
1349.067,1349.06738,1349.06738,1349.067,,3/16/2021
1340.247,1340.24682,1340.247,1340.24682,,3/15/2021
1348.203,1348.20312,1348.20312,1348.203,,3/12/2021
1357.597,1357.59659,1357.597,1357.59659,,3/11/2021
1324.899,1324.8985,1324.899,1324.8985,,3/10/2021
1317.854,1317.85437,1317.85437,1317.854,,3/9/2021
1308.139,1308.13865,1308.139,1308.13865,,3/8/2021
1339.314,1339.31429,1339.31429,1339.314,,3/5/2021
1346.342,1346.34225,1346.34225,1346.342,,3/4/2021
1378.019,1378.0186,1378.019,1378.0186,,3/3/2021
1359.648,1359.64796,1359.648,1359.64796,,3/2/2021
1362.465,1362.46502,1362.46502,1362.465,,3/1/2021
1339.259,1339.2587,1339.259,1339.2587,,2/26/2021
1383.811,1383.81076,1383.811,1383.81076,,2/25/2021
1376.763,1376.76336,1376.76336,1376.763,,2/24/2021
1398.202,1398.20208,1398.20208,1398.202,,2/23/2021
1397.665,1397.66533,1397.66533,1397.665,,2/22/2021
1430.026,1430.0258,1430.026,1430.0258,,2/19/2021
1425.127,1425.12703,1425.12703,1425.127,,2/18/2021
1444.93,1444.93019,1444.93019,1444.93,,2/17/2021
1442.167,1442.16667,1442.167,1442.16667,,2/16/2021
1437.72,1437.72007,1437.72007,1437.72,,2/15/2021
1428.87,1428.87048,1428.87048,1428.87,,2/12/2021
1427.886,1427.8863,1427.8863,1427.886,,2/11/2021
1422.945,1422.94477,1422.945,1422.94477,,2/10/2021
1409.135,1409.13526,1409.13526,1409.135,,2/9/2021
1399.815,1399.81466,1399.815,1399.81466,,2/8/2021
1395.35,1395.3501,1395.3501,1395.35,,2/5/2021
1387.614,1387.6144,1387.6144,1387.614,,2/4/2021
1392.639,1392.63893,1392.639,1392.63893,,2/3/2021
1381.188,1381.18773,1381.188,1381.18773,,2/2/2021
1361.091,1361.09097,1361.091,1361.09097,,2/1/2021
1329.566,1329.56579,1329.566,1329.56579,,1/29/2021
1350.588,1350.58804,1350.58804,1350.588,,1/28/2021
1371.415,1371.41507,1371.41507,1371.415,,1/27/2021
1388.759,1388.75946,1388.75946,1388.759,,1/26/2021
1410.2,1410.20012,1410.20012,1410.2,,1/25/2021
1392.853,1392.85304,1392.85304,1392.853,,1/22/2021
1406.065,1406.06539,1406.06539,1406.065,,1/21/2021
1400.969,1400.96875,1400.969,1400.96875,,1/20/2021
1381.308,1381.30838,1381.30838,1381.308,,1/19/2021
1358.978,1358.97802,1358.97802,1358.978,,1/18/2021
1358.03,1358.02964,1358.03,1358.02964,,1/15/2021
1370.756,1370.75613,1370.75613,1370.756,,1/14/2021
1364.071,1364.07148,1364.07148,1364.071,,1/13/2021
1353.572,1353.57151,1353.572,1353.57151,,1/12/2021
1349.595,1349.59532,1349.59532,1349.595,,1/11/2021
1353.531,1353.53065,1353.531,1353.53065,,1/8/2021
1322.296,1322.2961,1322.2961,1322.296,,1/7/2021
1315.325,1315.3251,1315.3251,1315.325,,1/6/2021
1319.971,1319.97102,1319.97102,1319.971,,1/5/2021
1304.428,1304.42786,1304.428,1304.42786,,1/4/2021
1291.753,1291.75277,1291.753,1291.75277,,1/1/2021
1291.264,1291.26351,1291.264,1291.26351,,12/31/2020
1289.034,1289.03388,1289.034,1289.03388,,12/30/2020
1266.767,1266.76711,1266.76711,1266.767,,12/29/2020
1252.327,1252.32698,1252.327,1252.32698,,12/28/2020
1255.202,1255.20233,1255.20233,1255.202,,12/25/2020
1253.531,1253.53149,1253.53149,1253.531,,12/24/2020
1258.095,1258.09548,1258.09548,1258.095,,12/23/2020
1248.705,1248.70452,1248.705,1248.70452,,12/22/2020
1257.007,1257.00745,1257.00745,1257.007,,12/21/2020
1268.363,1268.36254,1268.363,1268.36254,,12/18/2020
1272.959,1272.95931,1272.95931,1272.959,,12/17/2020
1263.818,1263.81758,1263.818,1263.81758,,12/16/2020
1250.211,1250.21077,1250.211,1250.21077,,12/15/2020
1250.446,1250.44607,1250.44607,1250.446,,12/14/2020
1257.661,1257.66107,1257.66107,1257.661,,12/11/2020
1255.028,1255.02842,1255.02842,1255.028,,12/10/2020
1255.853,1255.85309,1255.85309,1255.853,,12/9/2020
1254.231,1254.23128,1254.23128,1254.231,,12/8/2020
1253.39,1253.39014,1253.39014,1253.39,,12/7/2020
1251.037,1251.03696,1251.037,1251.03696,,12/4/2020
1239.461,1239.46089,1239.461,1239.46089,,12/3/2020
1228.709,1228.70879,1228.709,1228.70879,,12/2/2020
1224.003,1224.00323,1224.00323,1224.003,,12/1/2020
1205.068,1205.06774,1205.068,1205.06774,,11/30/2020
1230.722,1230.72231,1230.72231,1230.722,,11/27/2020
1229.581,1229.58089,1229.581,1229.58089,,11/26/2020
1218.286,1218.2858,1218.286,1218.2858,,11/25/2020
1225.994,1225.99375,1225.994,1225.99375,,11/24/2020
1220.517,1220.5175,1220.5175,1220.517,,11/23/2020
1209.258,1209.25836,1209.25836,1209.258,,11/20/2020
1200.444,1200.4439,1200.444,1200.4439,,11/19/2020
1207.547,1207.54712,1207.54712,1207.547,,11/18/2020
1201.429,1201.42886,1201.429,1201.42886,,11/17/2020
1203.042,1203.0416,1203.042,1203.0416,,11/16/2020
1188.346,1188.34637,1188.34637,1188.346,,11/13/2020
1182.099,1182.09912,1182.09912,1182.099,,11/12/2020
1178.856,1178.85559,1178.856,1178.85559,,11/11/2020
1179.923,1179.92348,1179.92348,1179.923,,11/10/2020
1192.373,1192.3731,1192.3731,1192.373,,11/9/2020
1176.361,1176.36093,1176.361,1176.36093,,11/6/2020
1166.227,1166.2274,1166.2274,1166.227,,11/5/2020
1135.258,1135.25834,1135.25834,1135.258,,11/4/2020
1120.882,1120.88222,1120.88222,1120.882,,11/3/2020
1114.758,1114.75835,1114.75835,1114.758,,11/2/2020
1103.458,1103.45825,1103.45825,1103.458,,10/30/2020
1120.105,1120.10458,1120.105,1120.10458,,10/29/2020
1120.751,1120.75086,1120.751,1120.75086,,10/28/2020
1133.99,1133.99025,1133.99025,1133.99,,10/27/2020
1130.645,1130.64542,1130.64542,1130.645,,10/26/2020
1136.446,1136.44572,1136.446,1136.44572,,10/23/2020
1136.542,1136.5422,1136.5422,1136.542,,10/22/2020
