Fecha (dd/mm/aaaa),Valor COLCAP,Variación absoluta,Variación porcentual (%)
6/9/2021,"1,327.09",-0.38,-0.0286
7/9/2021,"1,320.98",-6.11,-0.4604
8/9/2021,"1,320.39",-0.59,-0.0447
9/9/2021,"1,322.78",2.39,0.181
10/9/2021,"1,320.52",-2.26,-0.1709
13/09/2021,"1,312.43",0,0
14/09/2021,"1,310.22",-2.21,-0.1684
15/09/2021,"1,322.14",11.92,0.9098
16/09/2021,"1,323.37",1.23,0.093
17/09/2021,"1,321.85",-1.52,-0.1149
20/09/2021,"1,306.62",-15.23,-1.1522
21/09/2021,"1,301.46",-5.16,-0.3949
22/09/2021,"1,310.25",8.79,0.6754
23/09/2021,"1,312.22",1.97,0.1504
24/09/2021,"1,309.38",-2.84,-0.2164
27/09/2021,"1,345.40",36.02,2.7509
28/09/2021,"1,350.53",5.13,0.3813
29/09/2021,"1,360.41",9.88,0.7316
30/09/2021,"1,361.95",1.54,0.1132
1/10/2021,"1,370.25",8.3,0.6094
4/10/2021,"1,381.76",11.51,0.84
5/10/2021,"1,383.22",1.46,0.1057
6/10/2021,"1,381.86",-1.36,-0.0983
7/10/2021,"1,393.50",11.64,0.8423
8/10/2021,"1,401.00",7.5,0.5382
11/10/2021,"1,406.25",5.25,0.3747
12/10/2021,"1,386.45",-19.8,-1.408
13/10/2021,"1,394.22",7.77,0.5604
14/10/2021,"1,416.68",22.46,1.6109
15/10/2021,"1,426.20",9.52,0.672
19/10/2021,"1,416.49",-9.71,-0.6808
20/10/2021,"1,414.10",-2.39,-0.1687
21/10/2021,"1,410.20",-3.9,-0.2758
22/10/2021,"1,399.64",-10.56,-0.7488
25/10/2021,"1,402.04",2.4,0.1715
26/10/2021,"1,413.32",11.28,0.8045
27/10/2021,"1,404.09",-9.23,-0.6531
28/10/2021,"1,407.92",3.83,0.2728
29/10/2021,"1,394.04",-13.88,-0.9859
2/11/2021,"1,390.50",-3.54,-0.2539
3/11/2021,"1,404.52",14.02,1.0083
4/11/2021,"1,392.19",-12.33,-0.8779
5/11/2021,"1,388.56",-3.63,-0.2607
8/11/2021,"1,394.23",5.67,0.4083
9/11/2021,"1,384.59",-9.64,-0.6914
10/11/2021,"1,365.65",-18.94,-1.3679
11/11/2021,"1,365.84",0.19,0.0139
12/11/2021,"1,356.48",-9.36,-0.6853
16/11/2021,"1,333.47",-23.01,-1.6963
17/11/2021,"1,330.57",-2.9,-0.2175
18/11/2021,"1,337.52",6.95,0.5223
19/11/2021,"1,298.64",-38.88,-2.9069
22/11/2021,"1,312.18",13.54,1.0426
23/11/2021,"1,316.43",4.25,0.3239
24/11/2021,"1,330.18",13.75,1.0445
25/11/2021,"1,338.85",8.67,0.6518
26/11/2021,"1,318.31",-20.54,-1.5342
29/11/2021,"1,347.45",29.14,2.2104
30/11/2021,"1,373.84",26.39,1.9585
1/12/2021,"1,418.24",44.4,3.2318
2/12/2021,"1,431.29",13.05,0.9202
3/12/2021,"1,431.94",0.65,0.0454
6/12/2021,"1,430.66",-1.28,-0.0894
7/12/2021,"1,409.94",-20.72,-1.4483
9/12/2021,"1,399.15",-10.79,-0.7653
10/12/2021,"1,389.16",-9.99,-0.714
13/12/2021,"1,353.91",-35.25,-2.5375
14/12/2021,"1,358.80",4.89,0.3612
15/12/2021,"1,375.20",16.4,1.2069
16/12/2021,"1,407.88",32.68,2.3764
17/12/2021,"1,395.00",-12.88,-0.9149
20/12/2021,"1,380.89",-14.11,-1.0115
21/12/2021,"1,378.82",-2.07,-0.1499
22/12/2021,"1,394.49",15.67,1.1365
23/12/2021,"1,395.46",0.97,0.0696
24/12/2021,"1,401.66",6.2,0.4443
27/12/2021,"1,404.62",2.96,0.2112
28/12/2021,"1,408.20",3.58,0.2549
29/12/2021,"1,415.79",7.59,0.539
30/12/2021,"1,410.97",-4.82,-0.3404
3/1/2022,"1,415.06",0,0
4/1/2022,"1,423.88",8.82,0.6233
5/1/2022,"1,402.40",-21.48,-1.5086
6/1/2022,"1,381.74",-20.66,-1.4732
7/1/2022,"1,394.22",12.48,0.9032
11/1/2022,"1,422.57",28.35,2.0334
12/1/2022,"1,450.75",28.18,1.9809
13/01/2022,"1,466.67",15.92,1.0974
14/01/2022,"1,431.84",-34.83,-2.3748
17/01/2022,"1,522.21",90.37,6.3115
18/01/2022,"1,585.23",63.02,4.14
19/01/2022,"1,582.84",-2.39,-0.1508
20/01/2022,"1,547.47",-35.37,-2.2346
21/01/2022,"1,523.56",-23.91,-1.5451
24/01/2022,"1,522.12",-1.44,-0.0945
25/01/2022,"1,527.48",5.36,0.3521
26/01/2022,"1,522.26",-5.22,-0.3417
27/01/2022,"1,520.63",-1.63,-0.1071
28/01/2022,"1,529.85",9.22,0.6063
31/01/2022,"1,536.92",7.07,0.4621
1/2/2022,"1,538.02",1.1,0.0716
2/2/2022,"1,529.53",-8.49,-0.552
3/2/2022,"1,516.27",-13.26,-0.8669
4/2/2022,"1,522.41",6.14,0.4049
7/2/2022,"1,533.51",11.1,0.7291
8/2/2022,"1,523.73",-9.78,-0.6378
9/2/2022,"1,508.71",-15.02,-0.9857
10/2/2022,"1,475.28",-33.43,-2.2158
11/2/2022,"1,492.80",17.52,1.1876
14/02/2022,"1,480.77",-12.03,-0.8059
15/02/2022,"1,487.19",6.42,0.4336
16/02/2022,"1,502.69",15.5,1.0422
17/02/2022,"1,503.00",0.31,0.0206
18/02/2022,"1,493.88",-9.12,-0.6068
21/02/2022,"1,495.04",1.16,0.0777
22/02/2022,"1,492.49",-2.55,-0.1706
23/02/2022,"1,509.88",17.39,1.1652
24/02/2022,"1,509.55",-0.33,-0.0219
25/02/2022,"1,516.24",6.69,0.4432
28/02/2022,"1,527.75",11.51,0.7591
1/3/2022,"1,538.57",10.82,0.7082
2/3/2022,"1,530.30",-8.27,-0.5375
3/3/2022,"1,534.45",4.15,0.2712
4/3/2022,"1,542.13",7.68,0.5005
7/3/2022,"1,538.27",-3.86,-0.2503
8/3/2022,"1,535.28",-2.99,-0.1944
9/3/2022,"1,537.52",2.24,0.1459
10/3/2022,"1,543.26",5.74,0.3733
11/3/2022,"1,548.46",5.2,0.3369
14/03/2022,"1,517.85",-30.61,-1.9768
15/03/2022,"1,522.19",4.34,0.2859
16/03/2022,"1,528.12",5.93,0.3896
17/03/2022,"1,542.97",14.85,0.9718
18/03/2022,"1,539.70",-3.27,-0.2119
22/03/2022,"1,555.86",16.16,1.0496
23/03/2022,"1,587.40",31.54,2.0272
24/03/2022,"1,593.50",6.1,0.3843
25/03/2022,"1,606.88",13.38,0.8397
28/03/2022,"1,598.58",-8.3,-0.5165
29/03/2022,"1,599.18",0.6,0.0375
30/03/2022,"1,601.35",2.17,0.1357
31/03/2022,"1,616.08",14.73,0.9198
1/4/2022,"1,626.89",10.81,0.6689
4/4/2022,"1,618.39",-8.5,-0.5225
5/4/2022,"1,633.95",15.56,0.9614
6/4/2022,"1,626.10",-7.85,-0.4804
7/4/2022,"1,628.85",2.75,0.1691
8/4/2022,"1,625.53",-3.32,-0.2038
11/4/2022,"1,630.89",5.36,0.3297
12/4/2022,"1,626.17",-4.72,-0.2894
13/04/2022,"1,615.12",-11.05,-0.6795
18/04/2022,"1,603.80",-11.32,-0.7009
19/04/2022,"1,603.60",-0.2,-0.0125
20/04/2022,"1,635.71",32.11,2.0024
21/04/2022,"1,616.87",-18.84,-1.1518
22/04/2022,"1,614.75",-2.12,-0.1311
25/04/2022,"1,576.06",-38.69,-2.396
26/04/2022,"1,575.37",-0.69,-0.0438
27/04/2022,"1,586.26",10.89,0.6913
28/04/2022,"1,592.99",6.73,0.4243
29/04/2022,"1,562.46",-30.53,-1.9165
2/5/2022,"1,582.67",20.21,1.2935
3/5/2022,"1,593.36",10.69,0.6754
4/5/2022,"1,613.72",20.36,1.2778
5/5/2022,"1,581.65",-32.07,-1.9873
6/5/2022,"1,556.15",-25.5,-1.6122
9/5/2022,"1,511.39",-44.76,-2.8763
10/5/2022,"1,511.73",0.34,0.0225
11/5/2022,"1,509.00",-2.73,-0.1806
12/5/2022,"1,505.80",-3.2,-0.2121
13/05/2022,"1,512.12",6.32,0.4197
16/05/2022,"1,517.19",5.07,0.3353
17/05/2022,"1,506.32",-10.87,-0.7165
18/05/2022,"1,465.19",-41.13,-2.7305
19/05/2022,"1,411.11",-54.08,-3.691
20/05/2022,"1,459.25",48.14,3.4115
23/05/2022,"1,482.80",23.55,1.6138
24/05/2022,"1,482.77",-0.03,-0.002
25/05/2022,"1,491.48",8.71,0.5874
26/05/2022,"1,508.62",17.14,1.1492
27/05/2022,"1,532.31",23.69,1.5703
31/05/2022,"1,603.23",70.92,4.6283
1/6/2022,"1,604.54",1.31,0.0817
2/6/2022,"1,610.21",5.67,0.3534
3/6/2022,"1,614.09",3.88,0.241
6/6/2022,"1,608.21",-5.88,-0.3643
7/6/2022,"1,587.07",-21.14,-1.3145
8/6/2022,"1,560.76",-26.31,-1.6578
9/6/2022,"1,526.79",-33.97,-2.1765
10/6/2022,"1,530.73",3.94,0.2581
13/06/2022,"1,484.58",-46.15,-3.0149
14/06/2022,"1,501.18",16.6,1.1182
15/06/2022,"1,463.55",-37.63,-2.5067
16/06/2022,"1,473.19",9.64,0.6587
17/06/2022,"1,454.02",-19.17,-1.3013
21/06/2022,"1,398.42",-55.6,-3.8239
22/06/2022,"1,372.20",-26.22,-1.875
23/06/2022,"1,338.83",-33.37,-2.4319
24/06/2022,"1,365.96",27.13,2.0264
28/06/2022,"1,381.09",15.13,1.1076
29/06/2022,"1,346.88",-34.21,-2.477
30/06/2022,"1,322.88",-24,-1.7819
1/7/2022,"1,357.98",35.1,2.6533
5/7/2022,"1,333.69",-24.29,-1.7887
6/7/2022,"1,336.49",2.8,0.2099
7/7/2022,"1,350.26",13.77,1.0303
8/7/2022,"1,354.92",4.66,0.3451
11/7/2022,"1,344.65",-10.27,-0.758
12/7/2022,"1,347.88",3.23,0.2402
13/07/2022,"1,319.29",-28.59,-2.1211
14/07/2022,"1,272.51",-46.78,-3.5458
15/07/2022,"1,274.19",1.68,0.132
18/07/2022,"1,281.71",7.52,0.5902
19/07/2022,"1,303.01",21.3,1.6618
21/07/2022,"1,291.55",-11.46,-0.8795
22/07/2022,"1,259.80",-31.75,-2.4583
25/07/2022,"1,289.89",30.09,2.3885
26/07/2022,"1,294.82",4.93,0.3822
27/07/2022,"1,300.17",5.35,0.4132
28/07/2022,"1,320.20",20.03,1.5406
29/07/2022,"1,295.96",-24.24,-1.8361
1/8/2022,"1,272.10",-23.86,-1.8411
2/8/2022,"1,281.28",9.18,0.7216
3/8/2022,"1,279.20",-2.08,-0.1623
4/8/2022,"1,281.45",2.25,0.1759
5/8/2022,"1,300.09",18.64,1.4546
8/8/2022,"1,333.07",32.98,2.5367
9/8/2022,"1,322.08",-10.99,-0.8244
10/8/2022,"1,314.08",-8,-0.6051
11/8/2022,"1,324.48",10.4,0.7914
12/8/2022,"1,330.82",6.34,0.4787
16/08/2022,"1,321.38",-9.44,-0.7093
17/08/2022,"1,323.22",1.84,0.1392
18/08/2022,"1,324.12",0.9,0.068
19/08/2022,"1,307.78",-16.34,-1.234
22/08/2022,"1,293.27",-14.51,-1.1095
23/08/2022,"1,289.54",-3.73,-0.2884
24/08/2022,"1,291.98",2.44,0.1892
25/08/2022,"1,304.36",12.38,0.9582
26/08/2022,"1,298.84",-5.52,-0.4232
29/08/2022,"1,289.86",-8.98,-0.6914
30/08/2022,"1,270.29",-19.57,-1.5172
31/08/2022,"1,228.33",-41.96,-3.3032
1/9/2022,"1,224.00",-4.33,-0.3525
2/9/2022,"1,232.91",8.91,0.7279
5/9/2022,"1,236.74",3.83,0.3106
6/9/2022,"1,227.08",-9.66,-0.7811
7/9/2022,"1,210.30",-16.78,-1.3675
8/9/2022,"1,202.96",-7.34,-0.6065
9/9/2022,"1,222.51",19.55,1.6252
12/9/2022,"1,235.54",13.03,1.0658
13/09/2022,"1,228.09",-7.45,-0.603
14/09/2022,"1,218.76",-9.33,-0.7597
15/09/2022,"1,213.70",-5.06,-0.4152
16/09/2022,"1,209.58",-4.12,-0.3395
19/09/2022,"1,205.45",-4.13,-0.3414
20/09/2022,"1,194.83",-10.62,-0.881
21/09/2022,"1,197.75",2.92,0.2444
22/09/2022,"1,201.61",3.86,0.3223
23/09/2022,"1,157.27",-44.34,-3.69
26/09/2022,"1,112.84",-44.43,-3.8392
27/09/2022,"1,123.81",10.97,0.9858
28/09/2022,"1,130.35",6.54,0.5819
29/09/2022,"1,135.78",5.43,0.4804
30/09/2022,"1,128.24",-7.54,-0.6639
3/10/2022,"1,145.38",17.14,1.5192
4/10/2022,"1,197.44",52.06,4.5452
5/10/2022,"1,215.36",17.92,1.4965
6/10/2022,"1,218.15",2.79,0.2296
7/10/2022,"1,209.10",-9.05,-0.7429
10/10/2022,"1,198.83",-10.27,-0.8494
11/10/2022,"1,180.90",-17.93,-1.4956
12/10/2022,"1,176.64",-4.26,-0.3607
13/10/2022,"1,177.65",1.01,0.0858
14/10/2022,"1,168.32",-9.33,-0.7923
18/10/2022,"1,188.74",20.42,1.7478
19/10/2022,"1,197.40",8.66,0.7285
20/10/2022,"1,222.63",25.23,2.1071
21/10/2022,"1,231.64",9.01,0.7369
24/10/2022,"1,195.68",-35.96,-2.9197
25/10/2022,"1,209.12",13.44,1.124
26/10/2022,"1,202.00",-7.12,-0.5889
27/10/2022,"1,211.76",9.76,0.812
28/10/2022,"1,219.69",7.93,0.6544
31/10/2022,"1,231.52",11.83,0.9699
1/11/2022,"1,254.39",22.87,1.8571
2/11/2022,"1,245.10",-9.29,-0.7406
3/11/2022,"1,215.51",-29.59,-2.3765
4/11/2022,"1,244.24",28.73,2.3636
8/11/2022,"1,252.67",8.43,0.6775
9/11/2022,"1,249.55",-3.12,-0.2491
10/11/2022,"1,278.26",28.71,2.2976
11/11/2022,"1,266.56",-11.7,-0.9153
15/11/2022,"1,285.29",18.73,1.4788
16/11/2022,"1,279.00",-6.29,-0.4894
17/11/2022,"1,295.81",16.81,1.3143
18/11/2022,"1,282.68",-13.13,-1.0133
21/11/2022,"1,231.54",-51.14,-3.987
22/11/2022,"1,255.82",24.28,1.9715
23/11/2022,"1,266.00",10.18,0.8106
24/11/2022,"1,267.93",1.93,0.1524
25/11/2022,"1,266.25",-1.68,-0.1325
28/11/2022,"1,240.99",-25.26,-1.9949
29/11/2022,"1,248.36",7.37,0.5939
30/11/2022,"1,242.63",-5.73,-0.459
1/12/2022,"1,235.45",-7.18,-0.5778
2/12/2022,"1,240.93",5.48,0.4436
5/12/2022,"1,217.68",-23.25,-1.8736
6/12/2022,"1,236.59",18.91,1.553
7/12/2022,"1,229.65",-6.94,-0.5612
9/12/2022,"1,236.18",6.53,0.531
12/12/2022,"1,226.87",-9.31,-0.7531
13/12/2022,"1,229.69",2.82,0.2299
14/12/2022,"1,230.37",0.68,0.0553
15/12/2022,"1,222.46",-7.91,-0.6429
16/12/2022,"1,211.59",-10.87,-0.8892
19/12/2022,"1,215.44",3.85,0.3178
20/12/2022,"1,227.62",12.18,1.0021
21/12/2022,"1,249.84",22.22,1.81
22/12/2022,"1,227.57",-22.27,-1.7818
23/12/2022,"1,252.68",25.11,2.0455
26/12/2022,"1,247.56",-5.12,-0.4087
27/12/2022,"1,260.55",12.99,1.0412
28/12/2022,"1,266.52",5.97,0.4736
29/12/2022,"1,286.07",19.55,1.5436
2/1/2023,"1,283.87",-2.2,-0.1711
3/1/2023,"1,269.56",-14.31,-1.1146
4/1/2023,"1,291.80",22.24,1.7518
5/1/2023,"1,318.74",26.94,2.0855
6/1/2023,"1,326.74",8,0.6066
10/1/2023,"1,334.69",7.95,0.5992
11/1/2023,"1,342.91",8.22,0.6159
12/1/2023,"1,336.65",-6.26,-0.4662
13/01/2023,"1,337.44",0.79,0.0591
16/01/2023,"1,335.15",-2.29,-0.1712
17/01/2023,"1,333.86",-1.29,-0.0966
18/01/2023,"1,337.89",4.03,0.3021
19/01/2023,"1,332.50",-5.39,-0.4029
20/01/2023,"1,337.40",4.9,0.3677
23/01/2023,"1,331.77",-5.63,-0.421
24/01/2023,"1,310.50",-21.27,-1.5971
25/01/2023,"1,301.28",-9.22,-0.7035
26/01/2023,"1,301.90",0.62,0.0476
27/01/2023,"1,285.89",-16.01,-1.2297
30/01/2023,"1,280.22",-5.67,-0.4409
31/01/2023,"1,290.11",9.89,0.7725
1/2/2023,"1,268.48",-21.63,-1.6766
2/2/2023,"1,260.10",-8.38,-0.6606
3/2/2023,"1,263.25",3.15,0.25
6/2/2023,"1,268.49",5.24,0.4148
7/2/2023,"1,270.09",1.6,0.1261
8/2/2023,"1,264.10",-5.99,-0.4716
9/2/2023,"1,245.63",-18.47,-1.4611
10/2/2023,"1,245.65",0.02,0.0016
13/02/2023,"1,240.18",-5.47,-0.4391
14/02/2023,"1,222.74",-17.44,-1.4062
15/02/2023,"1,219.44",-3.3,-0.2699
16/02/2023,"1,226.34",6.9,0.5658
17/02/2023,"1,209.86",-16.48,-1.3438
20/02/2023,"1,210.92",1.06,0.0876
21/02/2023,"1,198.14",-12.78,-1.0554
22/02/2023,"1,187.55",-10.59,-0.8839
23/02/2023,"1,192.24",4.69,0.3949
24/02/2023,"1,193.54",1.3,0.109
27/02/2023,"1,206.22",12.68,1.0624
28/02/2023,"1,187.56",-18.66,-1.547
1/3/2023,"1,198.89",11.33,0.9541
2/3/2023,"1,189.09",-9.8,-0.8174
3/3/2023,"1,214.55",25.46,2.1411
6/3/2023,"1,235.67",21.12,1.7389
7/3/2023,"1,236.75",1.08,0.0874
8/3/2023,"1,241.44",4.69,0.3792
9/3/2023,"1,210.68",-30.76,-2.4778
10/3/2023,"1,187.27",-23.41,-1.9336
13/03/2023,"1,154.07",-33.2,-2.7963
14/03/2023,"1,156.17",2.1,0.182
15/03/2023,"1,111.75",-44.42,-3.842
16/03/2023,"1,118.43",6.68,0.6009
17/03/2023,"1,110.39",-8.04,-0.7189
21/03/2023,"1,129.63",19.24,1.7327
22/03/2023,"1,121.24",-8.39,-0.7427
23/03/2023,"1,115.54",-5.7,-0.5084
24/03/2023,"1,106.24",-9.3,-0.8337
27/03/2023,"1,118.20",11.96,1.0811
28/03/2023,"1,117.41",-0.79,-0.0706
29/03/2023,"1,119.62",2.21,0.1978
30/03/2023,"1,146.36",26.74,2.3883
31/03/2023,"1,157.59",11.23,0.9796
3/4/2023,"1,183.20",25.61,2.2124
4/4/2023,"1,178.51",-4.69,-0.3964
5/4/2023,"1,193.57",15.06,1.2779
10/4/2023,"1,200.34",6.77,0.5672
11/4/2023,"1,221.42",21.08,1.7562
12/4/2023,"1,232.20",10.78,0.8826
13/04/2023,"1,240.27",8.07,0.6549
14/04/2023,"1,253.29",13.02,1.0498
17/04/2023,"1,257.24",3.95,0.3152
18/04/2023,"1,255.16",-2.08,-0.1654
19/04/2023,"1,247.97",-7.19,-0.5728
20/04/2023,"1,244.77",-3.2,-0.2564
21/04/2023,"1,215.94",-28.83,-2.3161
24/04/2023,"1,225.26",9.32,0.7665
25/04/2023,"1,197.65",-27.61,-2.2534
26/04/2023,"1,185.60",-12.05,-1.0061
27/04/2023,"1,167.51",-18.09,-1.5258
28/04/2023,"1,198.81",31.3,2.6809
2/5/2023,"1,157.99",-40.82,-3.405
3/5/2023,"1,158.68",0.69,0.0596
4/5/2023,"1,158.60",-0.08,-0.0069
5/5/2023,"1,164.18",5.58,0.4816
8/5/2023,"1,157.44",-6.74,-0.5789
9/5/2023,"1,159.53",2.09,0.1806
10/5/2023,"1,160.15",0.62,0.0535
11/5/2023,"1,143.42",-16.73,-1.4421
12/5/2023,"1,159.12",15.7,1.3731
15/05/2023,"1,148.13",-10.99,-0.9481
16/05/2023,"1,137.65",-10.48,-0.9128
17/05/2023,"1,134.23",-3.42,-0.3006
18/05/2023,"1,136.76",2.53,0.2231
19/05/2023,"1,123.90",-12.86,-1.1313
23/05/2023,"1,122.65",-1.25,-0.1112
24/05/2023,"1,110.71",-11.94,-1.0636
25/05/2023,"1,098.60",-12.11,-1.0903
26/05/2023,"1,100.97",2.37,0.2157
29/05/2023,"1,101.47",0.5,0.0454
30/05/2023,"1,092.64",-8.83,-0.8017
31/05/2023,"1,099.03",6.39,0.5848
1/6/2023,"1,117.93",18.9,1.7197
2/6/2023,"1,147.97",30.04,2.6871
5/6/2023,"1,151.72",3.75,0.3267
6/6/2023,"1,193.83",42.11,3.6563
7/6/2023,"1,199.68",5.85,0.49
8/6/2023,"1,190.76",-8.92,-0.7435
9/6/2023,"1,183.97",-6.79,-0.5702
13/06/2023,"1,185.36",1.39,0.1174
14/06/2023,"1,178.28",-7.08,-0.5973
15/06/2023,"1,178.54",0.26,0.0221
16/06/2023,"1,173.90",-4.64,-0.3937
20/06/2023,"1,161.07",-12.83,-1.0929
21/06/2023,"1,151.83",-9.24,-0.7958
22/06/2023,"1,141.67",-10.16,-0.8821
23/06/2023,"1,133.54",-8.13,-0.7121
26/06/2023,"1,138.45",4.91,0.4332
27/06/2023,"1,129.51",-8.94,-0.7853
28/06/2023,"1,127.37",-2.14,-0.1895
29/06/2023,"1,130.93",3.56,0.3158
30/06/2023,"1,133.60",2.67,0.2361
4/7/2023,"1,134.27",0.67,0.0591
5/7/2023,"1,121.71",-12.56,-1.1073
6/7/2023,"1,115.02",-6.69,-0.5964
7/7/2023,"1,133.11",18.09,1.6224
10/7/2023,"1,130.84",-2.27,-0.2003
11/7/2023,"1,147.86",17.02,1.5051
12/7/2023,"1,162.39",14.53,1.2658
13/07/2023,"1,173.36",10.97,0.9437
14/07/2023,"1,164.20",-9.16,-0.7807
17/07/2023,"1,160.14",-4.06,-0.3487
18/07/2023,"1,169.79",9.65,0.8318
19/07/2023,"1,173.75",3.96,0.3385
21/07/2023,"1,172.85",-0.9,-0.0767
24/07/2023,"1,172.41",-0.44,-0.0375
25/07/2023,"1,171.24",-1.17,-0.0998
26/07/2023,"1,164.32",-6.92,-0.5908
27/07/2023,"1,166.84",2.52,0.2164
28/07/2023,"1,161.83",-5.01,-0.4294
31/07/2023,"1,174.70",12.87,1.1077
1/8/2023,"1,178.85",4.15,0.3533
2/8/2023,"1,160.90",-17.95,-1.5227
3/8/2023,"1,173.89",12.99,1.119
4/8/2023,"1,170.23",-3.66,-0.3118
8/8/2023,"1,173.40",3.17,0.2709
