Fecha (dd/mm/aaaa),Valor COLCAP,Variación absoluta,Variación porcentual (%)
29/03/2019,"1,587.74",17.83,1.1357
1/4/2019,"1,581.90",-5.84,-0.3678
2/4/2019,"1,579.51",-2.39,-0.1511
3/4/2019,"1,590.64",11.13,0.7046
4/4/2019,"1,590.15",-0.49,-0.0308
5/4/2019,"1,599.83",9.68,0.6087
8/4/2019,"1,616.35",16.52,1.0326
9/4/2019,"1,621.40",5.05,0.3124
10/4/2019,"1,625.21",3.81,0.235
11/4/2019,"1,611.60",-13.61,-0.8374
12/4/2019,"1,604.97",-6.63,-0.4114
15/04/2019,"1,572.75",-32.22,-2.0075
16/04/2019,"1,581.43",8.68,0.5519
17/04/2019,"1,574.31",-7.12,-0.4502
22/04/2019,"1,591.18",16.87,1.0716
23/04/2019,"1,595.02",3.84,0.2413
24/04/2019,"1,600.17",5.15,0.3229
25/04/2019,"1,599.81",-0.36,-0.0225
26/04/2019,"1,597.75",-2.06,-0.1288
29/04/2019,"1,590.38",-7.37,-0.4613
30/04/2019,"1,573.64",-16.74,-1.0526
2/5/2019,"1,562.02",-11.62,-0.7384
3/5/2019,"1,555.38",-6.64,-0.4251
6/5/2019,"1,549.16",-6.22,-0.3999
7/5/2019,"1,535.26",-13.9,-0.8973
8/5/2019,"1,539.31",4.05,0.2638
9/5/2019,"1,542.57",3.26,0.2118
10/5/2019,"1,550.38",7.81,0.5063
13/05/2019,"1,515.81",-34.57,-2.2298
14/05/2019,"1,509.11",-6.7,-0.442
15/05/2019,"1,501.55",-7.56,-0.501
16/05/2019,"1,503.06",1.51,0.1006
17/05/2019,"1,500.05",-3.01,-0.2003
20/05/2019,"1,482.74",-17.31,-1.154
21/05/2019,"1,493.41",10.67,0.7196
22/05/2019,"1,489.43",-3.98,-0.2665
23/05/2019,"1,472.15",-17.28,-1.1602
24/05/2019,"1,489.41",17.26,1.1724
27/05/2019,"1,480.01",-9.4,-0.6311
28/05/2019,"1,463.38",-16.63,-1.1236
29/05/2019,"1,481.72",18.34,1.2533
30/05/2019,"1,487.06",5.34,0.3604
31/05/2019,"1,487.00",-0.06,-0.004
4/6/2019,"1,497.35",10.35,0.696
5/6/2019,"1,483.42",-13.93,-0.9303
6/6/2019,"1,489.99",6.57,0.4429
7/6/2019,"1,509.82",19.83,1.3309
10/6/2019,"1,499.16",-10.66,-0.706
11/6/2019,"1,519.97",20.81,1.3881
12/6/2019,"1,513.16",-6.81,-0.448
13/06/2019,"1,521.69",8.53,0.5637
14/06/2019,"1,526.36",4.67,0.3069
17/06/2019,"1,518.29",-8.07,-0.5287
18/06/2019,"1,537.81",19.52,1.2857
19/06/2019,"1,546.24",8.43,0.5482
20/06/2019,"1,554.67",8.43,0.5452
21/06/2019,"1,560.19",5.52,0.3551
25/06/2019,"1,557.86",-2.33,-0.1493
26/06/2019,"1,549.72",-8.14,-0.5225
27/06/2019,"1,547.69",-2.03,-0.131
28/06/2019,"1,548.98",1.29,0.0834
2/7/2019,"1,543.76",-5.22,-0.337
3/7/2019,"1,563.72",19.96,1.2929
4/7/2019,"1,565.96",2.24,0.1432
5/7/2019,"1,579.19",13.23,0.8448
8/7/2019,"1,581.08",1.89,0.1197
9/7/2019,"1,588.90",7.82,0.4946
10/7/2019,"1,600.91",0,0
11/7/2019,"1,600.50",-0.41,-0.0256
12/7/2019,"1,605.15",4.65,0.2905
15/07/2019,"1,605.01",-0.14,-0.0087
16/07/2019,"1,619.62",14.61,0.9103
17/07/2019,"1,607.23",-12.39,-0.765
18/07/2019,"1,586.96",-20.27,-1.2612
19/07/2019,"1,600.39",13.43,0.8463
22/07/2019,"1,594.44",-5.95,-0.3718
23/07/2019,"1,602.15",7.71,0.4836
24/07/2019,"1,592.71",-9.44,-0.5892
25/07/2019,"1,595.47",2.76,0.1733
26/07/2019,"1,580.56",-14.91,-0.9345
29/07/2019,"1,585.26",4.7,0.2974
30/07/2019,"1,568.06",-17.2,-1.085
31/07/2019,"1,562.13",-5.93,-0.3782
1/8/2019,"1,537.58",-24.55,-1.5716
2/8/2019,"1,543.38",5.8,0.3772
5/8/2019,"1,503.00",-40.38,-2.6163
6/8/2019,"1,512.83",9.83,0.654
8/8/2019,"1,545.44",32.61,2.1556
9/8/2019,"1,537.80",-7.64,-0.4944
12/8/2019,"1,531.20",-6.6,-0.4292
13/08/2019,"1,554.59",23.39,1.5276
14/08/2019,"1,515.80",,
15/08/2019,"1,524.19",0,0
16/08/2019,"1,542.81",18.62,1.2216
20/08/2019,"1,548.46",5.65,0.3662
21/08/2019,"1,541.56",-6.9,-0.4456
22/08/2019,"1,526.96",-14.6,-0.9471
23/08/2019,"1,505.29",-21.67,-1.4192
26/08/2019,"1,519.08",13.79,0.9161
27/08/2019,"1,531.51",12.43,0.8183
28/08/2019,"1,536.69",5.18,0.3382
29/08/2019,"1,542.36",5.67,0.369
30/08/2019,"1,559.52",17.16,1.1126
2/9/2019,"1,560.81",1.29,0.0827
3/9/2019,"1,561.49",0.68,0.0436
4/9/2019,"1,565.89",4.4,0.2818
5/9/2019,"1,567.35",1.46,0.0932
6/9/2019,"1,567.53",0.18,0.0115
9/9/2019,"1,576.75",9.22,0.5882
10/9/2019,"1,572.81",-3.94,-0.2499
11/9/2019,"1,585.72",12.91,0.8208
12/9/2019,"1,587.66",1.94,0.1223
13/09/2019,"1,580.60",-7.06,-0.4447
16/09/2019,"1,600.63",20.03,1.2672
17/09/2019,"1,597.94",-2.69,-0.1681
18/09/2019,"1,597.36",-0.58,-0.0363
19/09/2019,"1,594.10",-3.26,-0.2041
20/09/2019,"1,594.22",0.12,0.0075
23/09/2019,"1,597.15",2.93,0.1838
24/09/2019,"1,591.09",-6.06,-0.3794
25/09/2019,"1,596.35",5.26,0.3306
26/09/2019,"1,601.43",5.08,0.3182
27/09/2019,"1,584.99",-16.44,-1.0266
30/09/2019,"1,577.96",-7.03,-0.4435
1/10/2019,"1,582.42",4.46,0.2826
2/10/2019,"1,574.83",-7.59,-0.4796
3/10/2019,"1,588.62",13.79,0.8757
4/10/2019,"1,593.05",4.43,0.2789
7/10/2019,"1,596.94",3.89,0.2442
8/10/2019,"1,589.89",-7.05,-0.4415
9/10/2019,"1,589.31",-0.58,-0.0365
10/10/2019,"1,583.44",-5.87,-0.3693
11/10/2019,"1,590.86",7.42,0.4686
15/10/2019,"1,578.89",-11.97,-0.7524
16/10/2019,"1,579.51",0.62,0.0393
17/10/2019,"1,578.63",-0.88,-0.0557
18/10/2019,"1,578.61",-0.02,-0.0013
21/10/2019,"1,597.56",18.95,1.2004
22/10/2019,"1,613.42",15.86,0.9928
23/10/2019,"1,613.32",-0.1,-0.0062
24/10/2019,"1,616.05",2.73,0.1692
25/10/2019,"1,628.55",12.5,0.7735
28/10/2019,"1,622.00",-6.55,-0.4022
29/10/2019,"1,633.28",11.28,0.6954
30/10/2019,"1,633.92",0.64,0.0392
31/10/2019,"1,633.15",-0.77,-0.0471
1/11/2019,"1,645.88",12.73,0.7795
5/11/2019,"1,665.69",19.81,1.2036
6/11/2019,"1,657.15",-8.54,-0.5127
7/11/2019,"1,655.73",-1.42,-0.0857
8/11/2019,"1,636.23",-19.5,-1.1777
12/11/2019,"1,632.02",-4.21,-0.2573
13/11/2019,"1,624.26",-7.76,-0.4755
14/11/2019,"1,613.90",-10.36,-0.6378
15/11/2019,"1,627.25",13.35,0.8272
18/11/2019,"1,622.74",,
19/11/2019,"1,607.58",,
20/11/2019,"1,600.49",,
21/11/2019,"1,599.69",,
22/11/2019,"1,613.84",,
25/11/2019,"1,609.29",,
26/11/2019,"1,596.66",,
27/11/2019,"1,587.33",,
28/11/2019,"1,603.54",,
29/11/2019,"1,611.92",,
2/12/2019,"1,598.33",,
3/12/2019,"1,589.90",,
4/12/2019,"1,612.12",,
5/12/2019,"1,614.74",,
6/12/2019,"1,611.67",,
9/12/2019,"1,605.35",0,0
10/12/2019,"1,602.94",-2.41,-0.1501
11/12/2019,"1,605.32",2.38,0.1485
12/12/2019,"1,618.56",13.24,0.8248
13/12/2019,"1,630.80",12.24,0.7562
16/12/2019,"1,632.00",1.2,0.0736
17/12/2019,"1,625.01",-6.99,-0.4283
18/12/2019,"1,635.73",,
19/12/2019,"1,646.72",0,0
20/12/2019,"1,642.86",-3.86,-0.2344
23/12/2019,"1,665.04",22.18,1.3501
24/12/2019,"1,666.62",1.58,0.0949
26/12/2019,"1,659.89",-6.73,-0.4038
27/12/2019,"1,661.21",1.32,0.0795
30/12/2019,"1,662.42",1.21,0.0728
2/1/2020,"1,658.77",0,0
3/1/2020,"1,676.49",17.72,1.0683
7/1/2020,"1,663.83",-12.66,-0.7551
8/1/2020,"1,656.96",-6.87,-0.4129
9/1/2020,"1,653.54",-3.42,-0.2064
10/1/2020,"1,654.93",1.39,0.0841
13/01/2020,"1,651.93",-3,-0.1813
14/01/2020,"1,653.18",1.25,0.0757
15/01/2020,"1,648.78",-4.4,-0.2662
16/01/2020,"1,647.80",-0.98,-0.0594
17/01/2020,"1,656.04",8.24,0.5001
20/01/2020,"1,656.37",0.33,0.0199
21/01/2020,"1,653.48",-2.89,-0.1745
22/01/2020,"1,650.36",-3.12,-0.1887
23/01/2020,"1,648.18",-2.18,-0.1321
24/01/2020,"1,647.91",-0.27,-0.0164
27/01/2020,"1,623.97",-23.94,-1.4527
28/01/2020,"1,624.66",0.69,0.0425
29/01/2020,"1,633.81",9.15,0.5632
30/01/2020,"1,638.15",4.34,0.2656
31/01/2020,"1,623.83",-14.32,-0.8742
3/2/2020,"1,625.18",1.35,0.0831
4/2/2020,"1,643.92",18.74,1.1531
5/2/2020,"1,656.30",12.38,0.7531
6/2/2020,"1,653.96",-2.34,-0.1413
7/2/2020,"1,654.70",0.74,0.0447
10/2/2020,"1,643.17",-11.53,-0.6968
11/2/2020,"1,645.22",2.05,0.1248
12/2/2020,"1,659.54",14.32,0.8704
13/02/2020,"1,663.07",3.53,0.2127
14/02/2020,"1,664.40",1.33,0.08
17/02/2020,"1,665.39",0.99,0.0595
18/02/2020,"1,665.36",-0.03,-0.0018
19/02/2020,"1,676.29",10.93,0.6563
20/02/2020,"1,669.60",-6.69,-0.3991
21/02/2020,"1,631.45",-38.15,-2.285
24/02/2020,"1,622.66",-8.79,-0.5388
25/02/2020,"1,612.48",-10.18,-0.6274
26/02/2020,"1,589.74",-22.74,-1.4103
27/02/2020,"1,556.69",-33.05,-2.079
28/02/2020,"1,549.61",-7.08,-0.4548
2/3/2020,"1,536.48",-13.13,-0.8473
3/3/2020,"1,512.61",-23.87,-1.5536
4/3/2020,"1,544.53",31.92,2.1103
5/3/2020,"1,546.66",2.13,0.1379
6/3/2020,"1,502.84",-43.82,-2.8332
9/3/2020,"1,344.60",-158.24,-10.5294
10/3/2020,"1,360.21",15.61,1.1609
11/3/2020,"1,295.46",-64.75,-4.7603
12/3/2020,"1,174.31",-121.15,-9.3519
13/03/2020,"1,174.31",0,0
16/03/2020,997.78,-176.53,-15.0327
17/03/2020,"1,000.50",2.72,0.2726
18/03/2020,894.03,-106.47,-10.6417
19/03/2020,899.75,5.72,0.6398
20/03/2020,919.59,19.84,2.2051
24/03/2020,923.53,3.94,0.4285
25/03/2020,"1,046.18",122.65,13.2806
26/03/2020,"1,167.04",120.86,11.5525
27/03/2020,"1,147.54",-19.5,-1.6709
30/03/2020,"1,129.18",-18.36,-1.5999
31/03/2020,"1,123.85",-5.33,-0.472
1/4/2020,"1,063.03",-60.82,-5.4118
2/4/2020,"1,114.43",51.4,4.8352
3/4/2020,"1,127.55",13.12,1.1773
6/4/2020,"1,160.12",32.57,2.8886
7/4/2020,"1,163.43",3.31,0.2853
8/4/2020,"1,187.13",23.7,2.0371
13/04/2020,"1,193.98",6.85,0.577
14/04/2020,"1,211.06",17.08,1.4305
15/04/2020,"1,204.01",-7.05,-0.5821
16/04/2020,"1,202.54",-1.47,-0.1221
17/04/2020,"1,192.08",-10.46,-0.8698
20/04/2020,"1,179.60",-12.48,-1.0469
21/04/2020,"1,131.29",-48.31,-4.0955
22/04/2020,"1,132.78",1.49,0.1317
23/04/2020,"1,151.78",19,1.6773
24/04/2020,"1,122.37",-29.41,-2.5534
27/04/2020,"1,116.17",-6.2,-0.5524
28/04/2020,"1,145.34",29.17,2.6134
29/04/2020,"1,145.89",0.55,0.048
30/04/2020,"1,142.04",-3.85,-0.336
4/5/2020,"1,105.43",-36.61,-3.2057
5/5/2020,"1,099.28",-6.15,-0.5563
6/5/2020,"1,090.43",-8.85,-0.8051
7/5/2020,"1,113.37",22.94,2.1038
8/5/2020,"1,110.26",-3.11,-0.2793
11/5/2020,"1,104.09",-6.17,-0.5557
12/5/2020,"1,089.29",-14.8,-1.3405
13/05/2020,"1,055.27",-34.02,-3.1231
14/05/2020,"1,052.23",-3.04,-0.2881
15/05/2020,"1,053.75",1.52,0.1445
18/05/2020,"1,082.96",29.21,2.772
19/05/2020,"1,067.65",-15.31,-1.4137
20/05/2020,"1,072.29",4.64,0.4346
21/05/2020,"1,066.11",-6.18,-0.5763
22/05/2020,"1,057.66",-8.45,-0.7926
26/05/2020,"1,072.78",15.12,1.4296
27/05/2020,"1,088.42",15.64,1.4579
28/05/2020,"1,085.55",-2.87,-0.2637
29/05/2020,"1,095.84",10.29,0.9479
1/6/2020,"1,117.02",21.18,1.9328
2/6/2020,"1,117.69",0.67,0.06
3/6/2020,"1,158.05",40.36,3.611
4/6/2020,"1,163.84",5.79,0.5
5/6/2020,"1,203.07",39.23,3.3707
8/6/2020,"1,228.24",25.17,2.0921
9/6/2020,"1,209.99",-18.25,-1.4859
10/6/2020,"1,177.99",-32,-2.6446
11/6/2020,"1,121.55",-56.44,-4.7912
12/6/2020,"1,143.13",21.58,1.9241
16/06/2020,"1,154.63",11.5,1.006
17/06/2020,"1,139.30",-15.33,-1.3277
18/06/2020,"1,139.00",-0.3,-0.0263
19/06/2020,"1,161.41",22.41,1.9675
23/06/2020,"1,143.28",-18.13,-1.561
24/06/2020,"1,125.48",-17.8,-1.5569
25/06/2020,"1,125.03",-0.45,-0.04
26/06/2020,"1,110.65",-14.38,-1.2782
30/06/2020,"1,111.80",1.15,0.1035
1/7/2020,"1,109.91",-1.89,-0.17
2/7/2020,"1,118.97",9.06,0.8163
3/7/2020,"1,125.26",6.29,0.5621
6/7/2020,"1,129.47",4.21,0.3741
7/7/2020,"1,131.84",2.37,0.2098
8/7/2020,"1,153.54",21.7,1.9172
9/7/2020,"1,143.10",-10.44,-0.905
10/7/2020,"1,147.78",4.68,0.4094
13/07/2020,"1,145.16",-2.62,-0.2283
14/07/2020,"1,144.53",-0.63,-0.055
15/07/2020,"1,144.85",0.32,0.028
16/07/2020,"1,153.15",8.3,0.725
17/07/2020,"1,156.16",3.01,0.261
21/07/2020,"1,166.61",10.45,0.9039
22/07/2020,"1,168.52",1.91,0.1637
23/07/2020,"1,181.78",13.26,1.1348
24/07/2020,"1,173.93",-7.85,-0.6643
27/07/2020,"1,180.73",6.8,0.5793
28/07/2020,"1,170.99",-9.74,-0.8249
29/07/2020,"1,174.91",3.92,0.3348
30/07/2020,"1,164.66",-10.25,-0.8724
31/07/2020,"1,134.34",-30.32,-2.6033
3/8/2020,"1,133.10",-1.24,-0.1093
4/8/2020,"1,128.41",-4.69,-0.4139
5/8/2020,"1,135.63",7.22,0.6398
6/8/2020,"1,142.18",6.55,0.5768
10/8/2020,"1,143.50",1.32,0.1156
11/8/2020,"1,134.41",-9.09,-0.7949
12/8/2020,"1,141.78",7.37,0.6497
13/08/2020,"1,149.97",8.19,0.7173
14/08/2020,"1,153.28",3.31,0.2878
18/08/2020,"1,168.46",15.18,1.3162
19/08/2020,"1,161.72",-6.74,-0.5768
20/08/2020,"1,174.12",12.4,1.0674
21/08/2020,"1,186.29",12.17,1.0365
24/08/2020,"1,205.18",18.89,1.5924
25/08/2020,"1,230.56",25.38,2.1059
26/08/2020,"1,227.31",-3.25,-0.2641
27/08/2020,"1,225.22",-2.09,-0.1703
28/08/2020,"1,226.21",0.99,0.0808
31/08/2020,"1,216.03",-10.18,-0.8302
1/9/2020,"1,255.76",39.73,3.2672
2/9/2020,"1,258.16",2.4,0.1911
3/9/2020,"1,246.82",-11.34,-0.9013
4/9/2020,"1,240.24",-6.58,-0.5277
7/9/2020,"1,242.98",2.74,0.2209
8/9/2020,"1,232.34",-10.64,-0.856
9/9/2020,"1,239.93",7.59,0.6159
10/9/2020,"1,219.67",-20.26,-1.634
11/9/2020,"1,212.45",-7.22,-0.592
14/09/2020,"1,199.65",-12.8,-1.0557
15/09/2020,"1,193.71",-5.94,-0.4951
16/09/2020,"1,195.95",2.24,0.1877
17/09/2020,"1,192.53",-3.42,-0.286
18/09/2020,"1,206.55",14.02,1.1757
21/09/2020,"1,197.55",-9,-0.7459
22/09/2020,"1,187.73",-9.82,-0.82
23/09/2020,"1,179.38",-8.35,-0.703
24/09/2020,"1,180.49",1.11,0.0941
25/09/2020,"1,171.35",-9.14,-0.7743
28/09/2020,"1,176.66",5.31,0.4533
29/09/2020,"1,165.75",-10.91,-0.9272
30/09/2020,"1,171.92",6.17,0.5293
1/10/2020,"1,162.36",-9.56,-0.8158
2/10/2020,"1,165.01",2.65,0.228
5/10/2020,"1,168.04",3.03,0.2601
6/10/2020,"1,168.93",0.89,0.0762
7/10/2020,"1,174.49",5.56,0.4756
8/10/2020,"1,186.42",11.93,1.0158
9/10/2020,"1,190.01",3.59,0.3026
13/10/2020,"1,170.72",-19.29,-1.621
14/10/2020,"1,171.36",0.64,0.0547
15/10/2020,"1,166.01",-5.35,-0.4567
16/10/2020,"1,171.80",5.79,0.4966
19/10/2020,"1,174.94",3.14,0.268
20/10/2020,"1,187.39",12.45,1.0596
21/10/2020,"1,177.92",-9.47,-0.7975
22/10/2020,"1,177.89",-0.03,-0.0025
23/10/2020,"1,175.33",-2.56,-0.2173
26/10/2020,"1,177.09",1.76,0.1497
27/10/2020,"1,162.58",-14.51,-1.2327
28/10/2020,"1,120.37",-42.21,-3.6307
29/10/2020,"1,131.27",10.9,0.9729
30/10/2020,"1,136.75",5.48,0.4844
3/11/2020,"1,151.37",14.62,1.2861
4/11/2020,"1,156.41",5.04,0.4377
5/11/2020,"1,163.03",6.62,0.5725
6/11/2020,"1,172.34",9.31,0.8005
9/11/2020,"1,213.69",41.35,3.5271
10/11/2020,"1,213.39",-0.3,-0.0247
11/11/2020,"1,220.06",6.67,0.5497
12/11/2020,"1,207.21",-12.85,-1.0532
13/11/2020,"1,209.87",2.66,0.2203
17/11/2020,"1,230.73",20.86,1.7242
18/11/2020,"1,234.56",3.83,0.3112
19/11/2020,"1,230.81",-3.75,-0.3038
20/11/2020,"1,239.74",8.93,0.7255
23/11/2020,"1,247.94",8.2,0.6614
24/11/2020,"1,270.61",22.67,1.8166
25/11/2020,"1,263.65",-6.96,-0.5478
26/11/2020,"1,263.04",-0.61,-0.0483
27/11/2020,"1,261.74",-1.3,-0.1029
30/11/2020,"1,258.00",-3.74,-0.2964
1/12/2020,"1,285.12",27.12,2.1558
2/12/2020,"1,288.49",3.37,0.2622
3/12/2020,"1,298.13",9.64,0.7482
4/12/2020,"1,341.23",43.1,3.3202
7/12/2020,"1,363.74",22.51,1.6783
9/12/2020,"1,383.59",19.85,1.4556
10/12/2020,"1,368.49",-15.1,-1.0914
11/12/2020,"1,377.67",9.18,0.6708
14/12/2020,"1,389.31",11.64,0.8449
15/12/2020,"1,408.02",18.71,1.3467
16/12/2020,"1,421.47",13.45,0.9552
17/12/2020,"1,443.59",22.12,1.5561
18/12/2020,"1,426.47",-17.12,-1.1859
21/12/2020,"1,377.38",-49.09,-3.4414
22/12/2020,"1,400.91",23.53,1.7083
23/12/2020,"1,416.62",15.71,1.1214
24/12/2020,"1,422.21",5.59,0.3946
28/12/2020,"1,431.05",8.84,0.6216
29/12/2020,"1,450.72",19.67,1.3745
30/12/2020,"1,437.89",-12.83,-0.8844
4/1/2021,"1,418.01",0,0
5/1/2021,"1,431.73",13.72,0.9676
6/1/2021,"1,436.03",4.3,0.3003
7/1/2021,"1,435.74",-0.29,-0.0202
8/1/2021,"1,453.12",17.38,1.2105
12/1/2021,"1,461.73",8.61,0.5925
13/01/2021,"1,456.03",-5.7,-0.3899
14/01/2021,"1,467.12",11.09,0.7617
15/01/2021,"1,452.58",-14.54,-0.9911
18/01/2021,"1,454.50",1.92,0.1322
19/01/2021,"1,459.41",4.91,0.3376
20/01/2021,"1,459.85",0.44,0.0301
21/01/2021,"1,446.23",-13.62,-0.933
22/01/2021,"1,418.98",-27.25,-1.8842
25/01/2021,"1,397.65",-21.33,-1.5032
26/01/2021,"1,402.25",4.6,0.3291
27/01/2021,"1,374.85",-27.4,-1.954
28/01/2021,"1,367.20",-7.65,-0.5564
29/01/2021,"1,348.12",-19.08,-1.3956
1/2/2021,"1,357.16",9.04,0.6706
2/2/2021,"1,368.30",11.14,0.8208
3/2/2021,"1,359.03",-9.27,-0.6775
4/2/2021,"1,359.63",0.6,0.0441
5/2/2021,"1,370.46",10.83,0.7965
8/2/2021,"1,383.38",12.92,0.9427
9/2/2021,"1,380.29",-3.09,-0.2234
10/2/2021,"1,374.20",-6.09,-0.4412
11/2/2021,"1,367.79",-6.41,-0.4665
12/2/2021,"1,365.95",-1.84,-0.1345
15/02/2021,"1,369.39",3.44,0.2518
16/02/2021,"1,363.17",-6.22,-0.4542
17/02/2021,"1,366.29",3.12,0.2289
18/02/2021,"1,353.68",-12.61,-0.9229
19/02/2021,"1,352.57",-1.11,-0.082
22/02/2021,"1,352.21",-0.36,-0.0266
23/02/2021,"1,355.24",3.03,0.2241
24/02/2021,"1,370.75",15.51,1.1444
25/02/2021,"1,335.79",-34.96,-2.5504
26/02/2021,"1,359.48",23.69,1.7735
1/3/2021,"1,355.70",-3.78,-0.278
2/3/2021,"1,350.04",-5.66,-0.4175
3/3/2021,"1,347.22",-2.82,-0.2089
4/3/2021,"1,337.12",-10.1,-0.7497
5/3/2021,"1,344.72",7.6,0.5684
8/3/2021,"1,336.98",-7.74,-0.5756
9/3/2021,"1,341.73",4.75,0.3553
10/3/2021,"1,347.47",5.74,0.4278
11/3/2021,"1,350.35",2.88,0.2137
12/3/2021,"1,353.68",3.33,0.2466
15/03/2021,"1,356.98",3.3,0.2438
16/03/2021,"1,350.14",-6.84,-0.5041
17/03/2021,"1,343.56",-6.58,-0.4874
18/03/2021,"1,325.59",-17.97,-1.3375
19/03/2021,"1,324.54",-1.05,-0.0792
23/03/2021,"1,319.82",-4.72,-0.3564
24/03/2021,"1,325.33",5.51,0.4175
25/03/2021,"1,320.11",-5.22,-0.3939
26/03/2021,"1,314.46",-5.65,-0.428
29/03/2021,"1,320.83",6.37,0.4846
30/03/2021,"1,327.32",6.49,0.4914
31/03/2021,"1,316.81",-10.51,-0.7918
5/4/2021,"1,323.97",7.16,0.5437
6/4/2021,"1,324.35",0.38,0.0287
7/4/2021,"1,335.89",11.54,0.8714
8/4/2021,"1,325.93",-9.96,-0.7456
9/4/2021,"1,322.11",-3.82,-0.2881
12/4/2021,"1,317.76",-4.35,-0.329
13/04/2021,"1,312.55",-5.21,-0.3954
14/04/2021,"1,320.96",8.41,0.6407
15/04/2021,"1,321.80",0.84,0.0636
16/04/2021,"1,317.08",-4.72,-0.3571
19/04/2021,"1,312.62",-4.46,-0.3386
20/04/2021,"1,311.39",-1.23,-0.0937
21/04/2021,"1,305.14",-6.25,-0.4766
22/04/2021,"1,296.07",-9.07,-0.6949
23/04/2021,"1,282.21",-13.86,-1.0694
26/04/2021,"1,286.57",4.36,0.34
27/04/2021,"1,293.15",6.58,0.5114
28/04/2021,"1,286.16",-6.99,-0.5405
29/04/2021,"1,278.00",-8.16,-0.6344
30/04/2021,"1,250.65",-27.35,-2.1401
3/5/2021,"1,216.62",-34.03,-2.721
4/5/2021,"1,217.67",1.05,0.0863
5/5/2021,"1,240.04",22.37,1.8371
6/5/2021,"1,266.56",26.52,2.1386
7/5/2021,"1,281.93",15.37,1.2135
10/5/2021,"1,311.73",29.8,2.3246
11/5/2021,"1,292.14",-19.59,-1.4934
12/5/2021,"1,285.33",-6.81,-0.527
13/05/2021,"1,262.29",-23.04,-1.7925
14/05/2021,"1,289.75",27.46,2.1754
18/05/2021,"1,268.14",-21.61,-1.6755
19/05/2021,"1,265.64",-2.5,-0.1971
20/05/2021,"1,254.62",-11.02,-0.8707
21/05/2021,"1,244.08",-10.54,-0.8401
24/05/2021,"1,227.68",-16.4,-1.3182
25/05/2021,"1,203.80",-23.88,-1.9451
26/05/2021,"1,190.78",-13.02,-1.0816
27/05/2021,"1,182.18",-8.6,-0.7222
28/05/2021,"1,206.63",24.45,2.0682
31/05/2021,"1,200.90",-5.73,-0.4749
1/6/2021,"1,223.18",22.28,1.8553
2/6/2021,"1,247.98",24.8,2.0275
3/6/2021,"1,258.26",10.28,0.8237
4/6/2021,"1,245.44",-12.82,-1.0189
8/6/2021,"1,258.64",13.2,1.0599
9/6/2021,"1,255.31",-3.33,-0.2646
10/6/2021,"1,260.21",4.9,0.3903
11/6/2021,"1,261.61",1.4,0.1111
15/06/2021,"1,252.27",-9.34,-0.7403
16/06/2021,"1,250.78",-1.49,-0.119
17/06/2021,"1,248.79",-1.99,-0.1591
18/06/2021,"1,257.29",8.5,0.6807
21/06/2021,"1,246.44",-10.85,-0.863
22/06/2021,"1,242.70",-3.74,-0.3001
23/06/2021,"1,246.96",4.26,0.3428
24/06/2021,"1,278.81",31.85,2.5542
25/06/2021,"1,284.20",5.39,0.4215
28/06/2021,"1,270.88",-13.32,-1.0372
29/06/2021,"1,257.00",-13.88,-1.0922
30/06/2021,"1,248.83",-8.17,-0.65
1/7/2021,"1,260.42",11.59,0.9281
2/7/2021,"1,289.38",28.96,2.2976
6/7/2021,"1,272.05",-17.33,-1.3441
7/7/2021,"1,286.43",14.38,1.1305
8/7/2021,"1,284.04",-2.39,-0.1858
9/7/2021,"1,293.02",8.98,0.6994
12/7/2021,"1,298.44",5.42,0.4192
13/07/2021,"1,293.76",-4.68,-0.3604
14/07/2021,"1,284.44",-9.32,-0.7204
15/07/2021,"1,273.21",-11.23,-0.8743
16/07/2021,"1,272.49",-0.72,-0.0565
19/07/2021,"1,238.12",-34.37,-2.701
21/07/2021,"1,250.71",12.59,1.0169
22/07/2021,"1,251.87",1.16,0.0927
23/07/2021,"1,254.24",2.37,0.1893
26/07/2021,"1,256.31",2.07,0.165
27/07/2021,"1,249.61",-6.7,-0.5333
28/07/2021,"1,243.13",-6.48,-0.5186
29/07/2021,"1,245.86",2.73,0.2196
30/07/2021,"1,236.73",-9.13,-0.7328
2/8/2021,"1,236.03",-0.7,-0.0566
3/8/2021,"1,235.53",-0.5,-0.0405
4/8/2021,"1,240.84",5.31,0.4298
5/8/2021,"1,227.35",-13.49,-1.0872
6/8/2021,"1,226.59",-0.76,-0.0619
9/8/2021,"1,229.44",2.85,0.2324
10/8/2021,"1,236.31",6.87,0.5588
11/8/2021,"1,246.69",10.38,0.8396
12/8/2021,"1,258.53",11.84,0.9497
13/08/2021,"1,268.79",10.26,0.8152
17/08/2021,"1,301.69",32.9,2.593
18/08/2021,"1,325.93",24.24,1.8622
19/08/2021,"1,329.67",3.74,0.2821
20/08/2021,"1,326.91",-2.76,-0.2076
23/08/2021,"1,334.48",7.57,0.5705
24/08/2021,"1,328.29",-6.19,-0.4639
25/08/2021,"1,329.79",1.5,0.1129
26/08/2021,"1,313.99",-15.8,-1.1882
27/08/2021,"1,325.51",11.52,0.8767
30/08/2021,"1,322.57",-2.94,-0.2218
31/08/2021,"1,319.96",-2.61,-0.1973
1/9/2021,"1,321.27",1.31,0.0992
2/9/2021,"1,331.90",10.63,0.8045
3/9/2021,"1,327.47",-4.43,-0.3326
