Open,Close,High,Low,Volume,Date
978.067,978.06693,978.067,978.06693,,03/08/23
988.378,988.37806,988.37806,988.378,,03/07/23
993.737,993.73709,993.73709,993.737,,03/06/23
988.026,988.02626,988.02626,988.026,,03/03/23
980.053,980.05269,980.053,980.05269,,03/02/23
984.19,984.18964,984.19,984.18964,,03/01/23
964.006,964.00557,964.006,964.00557,,02/28/23
967.246,967.24615,967.24615,967.246,,02/27/23
971.867,971.86695,971.867,971.86695,,02/24/23
987.739,987.73865,987.739,987.73865,,02/23/23
982.064,982.06416,982.06416,982.064,,02/22/23
995.191,995.19105,995.19105,995.191,,02/21/23
1005.208,1005.20821,1005.20821,1005.208,,02/20/23
999.424,999.42436,999.42436,999.424,,02/17/23
1011.141,1011.14142,1011.14142,1011.141,,02/16/23
1004.873,1004.87328,1004.87328,1004.873,,02/15/23
1014.488,1014.48849,1014.48849,1014.488,,02/14/23
1013.526,1013.52625,1013.52625,1013.526,,02/13/23
1013.666,1013.66636,1013.66636,1013.666,,02/10/23
1024.511,1024.51149,1024.51149,1024.511,,02/09/23
1020.576,1020.57613,1020.57613,1020.576,,02/08/23
1015.511,1015.51051,1015.511,1015.51051,,02/07/23
1014.487,1014.48708,1014.48708,1014.487,,02/06/23
1038.715,1038.71493,1038.715,1038.71493,,02/03/23
1045.564,1045.56447,1045.56447,1045.564,,02/02/23
1042.792,1042.79203,1042.79203,1042.792,,02/01/23
1031.497,1031.49711,1031.49711,1031.497,,01/31/23
1044.002,1044.00204,1044.00204,1044.002,,01/30/23
1051.191,1051.19122,1051.19122,1051.191,,01/27/23
1052.463,1052.46306,1052.46306,1052.463,,01/26/23
1041.256,1041.25589,1041.256,1041.25589,,01/25/23
1039.2,1039.19952,1039.2,1039.19952,,01/24/23
1038.676,1038.67634,1038.67634,1038.676,,01/23/23
1036.243,1036.24344,1036.24344,1036.243,,01/20/23
1027.908,1027.90822,1027.90822,1027.908,,01/19/23
1030.057,1030.05743,1030.05743,1030.057,,01/18/23
1027.384,1027.38447,1027.38447,1027.384,,01/17/23
1030.905,1030.90478,1030.905,1030.90478,,01/16/23
1029.845,1029.8446,1029.845,1029.8446,,01/13/23
1018.314,1018.31354,1018.314,1018.31354,,01/12/23
1016.853,1016.85306,1016.85306,1016.853,,01/11/23
1014.021,1014.0213,1014.0213,1014.021,,01/10/23
1013.503,1013.50298,1013.503,1013.50298,,01/09/23
988.677,988.67692,988.677,988.67692,,01/06/23
984.005,984.00487,984.005,984.00487,,01/05/23
974.219,974.21913,974.21913,974.219,,01/04/23
962.574,962.57444,962.57444,962.574,,01/03/23
956.12,956.12008,956.12008,956.12,,01/02/23
956.378,956.3776,956.378,956.3776,,12/30/22
957.448,957.44754,957.448,957.44754,,12/29/22
960.185,960.18491,960.185,960.18491,,12/28/22
959.387,959.38744,959.38744,959.387,,12/27/22
956.479,956.47909,956.47909,956.479,,12/26/22
954.778,954.77798,954.778,954.77798,,12/23/22
964.058,964.05758,964.058,964.05758,,12/22/22
952.983,952.98339,952.98339,952.983,,12/21/22
951.085,951.08463,951.085,951.08463,,12/20/22
957.636,957.63567,957.636,957.63567,,12/19/22
957.301,957.30144,957.30144,957.301,,12/16/22
960.224,960.22407,960.22407,960.224,,12/15/22
973.707,973.70749,973.70749,973.707,,12/14/22
965.252,965.25232,965.25232,965.252,,12/13/22
963.582,963.58173,963.582,963.58173,,12/12/22
978.281,978.28145,978.28145,978.281,,12/09/22
969.215,969.21481,969.215,969.21481,,12/08/22
958.77,958.77002,958.77002,958.77,,12/07/22
972.925,972.92526,972.92526,972.925,,12/06/22
984.258,984.25842,984.25842,984.258,,12/05/22
973.848,973.84769,973.848,973.84769,,12/02/22
978.305,978.30487,978.305,978.30487,,12/01/22
972.285,972.28534,972.28534,972.285,,11/30/22
952.936,952.93619,952.93619,952.936,,11/29/22
930.765,930.76512,930.76512,930.765,,11/28/22
941.006,941.00553,941.006,941.00553,,11/25/22
945.571,945.57056,945.571,945.57056,,11/24/22
932.298,932.29805,932.29805,932.298,,11/23/22
927.415,927.41453,927.415,927.41453,,11/22/22
931.052,931.05174,931.052,931.05174,,11/21/22
943.006,943.00569,943.006,943.00569,,11/18/22
942.357,942.3565,942.357,942.3565,,11/17/22
954.308,954.3084,954.3084,954.308,,11/16/22
960.637,960.63711,960.63711,960.637,,11/15/22
939.778,939.77846,939.77846,939.778,,11/14/22
935.726,935.72592,935.726,935.72592,,11/11/22
889.601,889.60136,889.60136,889.601,,11/10/22
900.318,900.31841,900.31841,900.318,,11/09/22
900.02,900.01991,900.02,900.01991,,11/08/22
897.361,897.3609,897.361,897.3609,,11/07/22
884.975,884.97511,884.97511,884.975,,11/04/22
860.904,860.90432,860.90432,860.904,,11/03/22
873.024,873.02365,873.024,873.02365,,11/02/22
867.582,867.58206,867.58206,867.582,,11/01/22
848.163,848.16283,848.163,848.16283,,10/31/22
845.581,845.58072,845.581,845.58072,,10/28/22
859.465,859.46463,859.465,859.46463,,10/27/22
851.813,851.81258,851.813,851.81258,,10/26/22
844.509,844.50894,844.509,844.50894,,10/25/22
842.758,842.75764,842.758,842.75764,,10/24/22
865.039,865.03874,865.039,865.03874,,10/21/22
864.761,864.76147,864.76147,864.761,,10/20/22
865.911,865.91137,865.91137,865.911,,10/19/22
879.074,879.07387,879.074,879.07387,,10/18/22
865.77,865.77008,865.77008,865.77,,10/17/22
863.328,863.32794,863.328,863.32794,,10/14/22
854.532,854.53191,854.532,854.53191,,10/13/22
865.343,865.34344,865.34344,865.343,,10/12/22
864.655,864.65536,864.65536,864.655,,10/11/22
884.807,884.80672,884.807,884.80672,,10/10/22
897.743,897.74254,897.743,897.74254,,10/07/22
910.57,910.57019,910.57019,910.57,,10/06/22
909.519,909.51853,909.519,909.51853,,10/05/22
893.65,893.65032,893.65032,893.65,,10/04/22
876.146,876.14622,876.14622,876.146,,10/03/22
875.786,875.78565,875.786,875.78565,,09/30/22
873.286,873.28561,873.286,873.28561,,09/29/22
875.845,875.845,875.845,875.845,,09/28/22
891.889,891.88891,891.889,891.88891,,09/27/22
888.581,888.58096,888.581,888.58096,,09/26/22
905.837,905.83672,905.837,905.83672,,09/23/22
922.611,922.61068,922.611,922.61068,,09/22/22
932.082,932.08188,932.082,932.08188,,09/21/22
946.166,946.16558,946.166,946.16558,,09/20/22
938.534,938.53354,938.534,938.53354,,09/19/22
944.115,944.11518,944.11518,944.115,,09/16/22
958.576,958.57624,958.57624,958.576,,09/15/22
962.552,962.55242,962.55242,962.552,,09/14/22
979.913,979.91293,979.913,979.91293,,09/13/22
979.052,979.05182,979.052,979.05182,,09/12/22
970.293,970.29329,970.29329,970.293,,09/09/22
957.217,957.21665,957.217,957.21665,,09/08/22
956.511,956.51133,956.51133,956.511,,09/07/22
965.239,965.239,965.239,965.239,,09/06/22
967.799,967.79912,967.79912,967.799,,09/05/22
972.018,972.01846,972.01846,972.018,,09/02/22
976.14,976.13974,976.14,976.13974,,09/01/22
994.114,994.11439,994.11439,994.114,,08/31/22
992.762,992.76229,992.76229,992.762,,08/30/22
991.652,991.65187,991.652,991.65187,,08/29/22
1006.502,1006.50225,1006.50225,1006.502,,08/26/22
1003.438,1003.43849,1003.43849,1003.438,,08/25/22
985.128,985.12825,985.12825,985.128,,08/24/22
989.541,989.54059,989.541,989.54059,,08/23/22
991.897,991.89657,991.897,991.89657,,08/22/22
1001.462,1001.46183,1001.462,1001.46183,,08/19/22
1009.583,1009.58322,1009.58322,1009.583,,08/18/22
1015.59,1015.58993,1015.59,1015.58993,,08/17/22
1014.221,1014.22095,1014.221,1014.22095,,08/16/22
1015.004,1015.00418,1015.00418,1015.004,,08/15/22
1016.827,1016.82732,1016.82732,1016.827,,08/12/22
1014.292,1014.29173,1014.292,1014.29173,,08/11/22
997.204,997.20437,997.20437,997.204,,08/10/22
1001.69,1001.69,1001.69,1001.69,,08/09/22
1001.789,1001.78895,1001.789,1001.78895,,08/08/22
1002.872,1002.87208,1002.87208,1002.872,,08/05/22
994.591,994.59058,994.591,994.59058,,08/04/22
985.81,985.81045,985.81045,985.81,,08/03/22
984.322,984.32242,984.32242,984.322,,08/02/22
995.039,995.03876,995.039,995.03876,,08/01/22
993.782,993.78156,993.782,993.78156,,07/29/22
997.609,997.60904,997.60904,997.609,,07/28/22
989.887,989.88702,989.88702,989.887,,07/27/22
989.92355,989.924,989.924,989.92355,,07/26/22
987.076,987.076,987.076,987.076,,07/25/22
990.372,990.3716,990.372,990.3716,,07/22/22
990.689,990.6888,990.689,990.6888,,07/21/22
986.565,986.56461,986.565,986.56461,,07/20/22
979.94,979.94049,979.94049,979.94,,07/19/22
980.479,980.47894,980.479,980.47894,,07/18/22
961.854,961.8536,961.854,961.8536,,07/15/22
965.452,965.45244,965.45244,965.452,,07/14/22
970.458,970.4584,970.4584,970.458,,07/13/22
967.311,967.31084,967.311,967.31084,,07/12/22
981.148,981.14844,981.14844,981.148,,07/11/22
999.575,999.57461,999.575,999.57461,,07/08/22
994.342,994.34157,994.342,994.34157,,07/07/22
981.014,981.0142,981.0142,981.014,,07/06/22
991.471,991.47145,991.47145,991.471,,07/05/22
992.799,992.79929,992.79929,992.799,,07/04/22
992.836,992.836,992.836,992.836,,07/01/22
1000.668,1000.66813,1000.66813,1000.668,,06/30/22
1013.204,1013.20411,1013.20411,1013.204,,06/29/22
1030.074,1030.0736,1030.074,1030.0736,,06/28/22
1027.547,1027.54741,1027.54741,1027.547,,06/27/22
1011.178,1011.17816,1011.17816,1011.178,,06/24/22
995.336,995.33631,995.33631,995.336,,06/23/22
993.588,993.58832,993.58832,993.588,,06/22/22
1016.98,1016.98001,1016.98001,1016.98,,06/21/22
1000.422,1000.42168,1000.422,1000.42168,,06/20/22
1004.633,1004.63311,1004.63311,1004.633,,06/17/22
1008.112,1008.11242,1008.11242,1008.112,,06/16/22
1020.096,1020.09597,1020.096,1020.09597,,06/15/22
1017.866,1017.86639,1017.86639,1017.866,,06/14/22
1016.455,1016.45542,1016.45542,1016.455,,06/13/22
1054.638,1054.6377,1054.638,1054.6377,,06/10/22
1067.148,1067.14761,1067.148,1067.14761,,06/09/22
1073.739,1073.73921,1073.73921,1073.739,,06/08/22
1061.019,1061.01883,1061.019,1061.01883,,06/07/22
1071.333,1071.33287,1071.333,1071.33287,,06/06/22
1060.741,1060.74139,1060.74139,1060.741,,06/03/22
1061.439,1061.43898,1061.439,1061.43898,,06/02/22
1067.857,1067.8565,1067.857,1067.8565,,06/01/22
1077.666,1077.66589,1077.666,1077.66589,,05/31/22
1065.091,1065.09114,1065.09114,1065.091,,05/30/22
1043.17,1043.17043,1043.17043,1043.17,,05/27/22
1022.96,1022.9597,1022.96,1022.9597,,05/26/22
1019.594,1019.59357,1019.594,1019.59357,,05/25/22
1016.99,1016.99032,1016.99032,1016.99,,05/24/22
1034.508,1034.50842,1034.50842,1034.508,,05/23/22
1035.306,1035.30628,1035.30628,1035.306,,05/20/22
1014.886,1014.88638,1014.88638,1014.886,,05/19/22
1033.185,1033.18499,1033.185,1033.18499,,05/18/22
1030.826,1030.82559,1030.826,1030.82559,,05/17/22
1007.504,1007.50406,1007.50406,1007.504,,05/16/22
1004.519,1004.51871,1004.519,1004.51871,,05/13/22
987.819,987.81942,987.81942,987.819,,05/12/22
1011.218,1011.21753,1011.218,1011.21753,,05/11/22
1007.218,1007.21843,1007.21843,1007.218,,05/10/22
1014.683,1014.68332,1014.68332,1014.683,,05/09/22
1031.502,1031.50196,1031.502,1031.50196,,05/06/22
1058.722,1058.72202,1058.72202,1058.722,,05/05/22
1063.839,1063.83865,1063.839,1063.83865,,05/04/22
1069.238,1069.23777,1069.238,1069.23777,,05/03/22
1072.564,1072.5643,1072.5643,1072.564,,05/02/22
1076.19,1076.18998,1076.19,1076.18998,,04/29/22
1053.817,1053.81694,1053.817,1053.81694,,04/28/22
1043.744,1043.74396,1043.744,1043.74396,,04/27/22
1049.394,1049.39419,1049.39419,1049.394,,04/26/22
1046.043,1046.04301,1046.04301,1046.043,,04/25/22
1075.598,1075.59809,1075.59809,1075.598,,04/22/22
1086.926,1086.92633,1086.92633,1086.926,,04/21/22
1095.629,1095.62915,1095.62915,1095.629,,04/20/22
1096.002,1096.00213,1096.00213,1096.002,,04/19/22
1106.678,1106.67753,1106.678,1106.67753,,04/18/22
1112.899,1112.899,1112.899,1112.899,,04/15/22
1117.364,1117.36373,1117.364,1117.36373,,04/14/22
1119.316,1119.3162,1119.3162,1119.316,,04/13/22
1110.403,1110.40299,1110.403,1110.40299,,04/12/22
1111.764,1111.76408,1111.76408,1111.764,,04/11/22
1127.928,1127.92767,1127.928,1127.92767,,04/08/22
1126.061,1126.06102,1126.06102,1126.061,,04/07/22
1142.501,1142.50137,1142.50137,1142.501,,04/06/22
1156.752,1156.75168,1156.752,1156.75168,,04/05/22
1161.645,1161.64546,1161.64546,1161.645,,04/04/22
1145.848,1145.84784,1145.848,1145.84784,,04/01/22
1141.787,1141.78724,1141.78724,1141.787,,03/31/22
1149.303,1149.30257,1149.303,1149.30257,,03/30/22
1136.448,1136.44833,1136.44833,1136.448,,03/29/22
1124.815,1124.8155,1124.8155,1124.815,,03/28/22
1125.009,1125.0087,1125.009,1125.0087,,03/25/22
1136.949,1136.9491,1136.9491,1136.949,,03/24/22
1140.722,1140.72181,1140.722,1140.72181,,03/23/22
1131.409,1131.40941,1131.40941,1131.409,,03/22/22
1115.264,1115.2638,1115.264,1115.2638,,03/21/22
1122.982,1122.98153,1122.982,1122.98153,,03/18/22
1120.933,1120.93308,1120.93308,1120.933,,03/17/22
1081,1081.00023,1081.00023,1081,,03/16/22
1026.77,1026.7704,1026.7704,1026.77,,03/15/22
1055.011,1055.01053,1055.011,1055.01053,,03/14/22
1085.663,1085.66305,1085.66305,1085.663,,03/11/22
1102.739,1102.73946,1102.73946,1102.739,,03/10/22
1090.673,1090.67255,1090.673,1090.67255,,03/09/22
1096.047,1096.04729,1096.04729,1096.047,,03/08/22
1107.3,1107.30007,1107.30007,1107.3,,03/07/22
1144.907,1144.9067,1144.907,1144.9067,,03/04/22
1172.558,1172.5582,1172.5582,1172.558,,03/03/22
1168.407,1168.40662,1168.407,1168.40662,,03/02/22
1176.429,1176.42947,1176.42947,1176.429,,03/01/22
1171.31,1171.30992,1171.31,1171.30992,,02/28/22
1171.988,1171.98844,1171.98844,1171.988,,02/25/22
1154.863,1154.86277,1154.863,1154.86277,,02/24/22
1206.857,1206.85664,1206.857,1206.85664,,02/23/22
1206.63,1206.62978,1206.63,1206.62978,,02/22/22
1219.46,1219.46048,1219.46048,1219.46,,02/21/22
1231.774,1231.77367,1231.774,1231.77367,,02/18/22
1242.921,1242.92066,1242.921,1242.92066,,02/17/22
1244.188,1244.18786,1244.188,1244.18786,,02/16/22
1229.051,1229.05097,1229.051,1229.05097,,02/15/22
1220.416,1220.41602,1220.41602,1220.416,,02/14/22
1240.507,1240.50685,1240.507,1240.50685,,02/11/22
1251.092,1251.09235,1251.09235,1251.092,,02/10/22
1239.79,1239.79031,1239.79031,1239.79,,02/09/22
1219.805,1219.80497,1219.805,1219.80497,,02/08/22
1219.329,1219.32867,1219.329,1219.32867,,02/07/22
1221.1,1221.10013,1221.10013,1221.1,,02/04/22
1210.27,1210.2703,1210.2703,1210.27,,02/03/22
1213.23,1213.23003,1213.23003,1213.23,,02/02/22
1214.006,1214.00608,1214.00608,1214.006,,02/01/22
1208.232,1208.23156,1208.232,1208.23156,,01/31/22
1191.135,1191.13546,1191.13546,1191.135,,01/28/22
1192.061,1192.06094,1192.061,1192.06094,,01/27/22
1211.447,1211.44689,1211.447,1211.44689,,01/26/22
1210.451,1210.45144,1210.45144,1210.451,,01/25/22
1222.162,1222.1621,1222.1621,1222.162,,01/24/22
1244.307,1244.30701,1244.30701,1244.307,,01/21/22
1255.742,1255.74153,1255.742,1255.74153,,01/20/22
1239.83,1239.83015,1239.83015,1239.83,,01/19/22
1241.576,1241.57621,1241.57621,1241.576,,01/18/22
1254.399,1254.39899,1254.399,1254.39899,,01/17/22
1257.463,1257.46335,1257.46335,1257.463,,01/14/22
1263.3,1263.30022,1263.30022,1263.3,,01/13/22
1267.339,1267.33889,1267.339,1267.33889,,01/12/22
1243.042,1243.04206,1243.04206,1243.042,,01/11/22
1232.268,1232.26775,1232.268,1232.26775,,01/10/22
1226.102,1226.10213,1226.10213,1226.102,,01/07/22
1217.072,1217.07225,1217.07225,1217.072,,01/06/22
1222.736,1222.73616,1222.73616,1222.736,,01/05/22
1234.948,1234.9475,1234.948,1234.9475,,01/04/22
1233.502,1233.50154,1233.502,1233.50154,,01/03/22
1232.008,1232.00786,1232.008,1232.00786,,12/31/21
1222.747,1222.74676,1222.747,1222.74676,,12/30/21
1217.934,1217.93395,1217.934,1217.93395,,12/29/21
1227.116,1227.1158,1227.116,1227.1158,,12/28/21
1221.755,1221.75547,1221.75547,1221.755,,12/27/21
1220.549,1220.54857,1220.549,1220.54857,,12/24/21
1219.595,1219.59454,1219.595,1219.59454,,12/23/21
1209.878,1209.87833,1209.87833,1209.878,,12/22/21
1203.66,1203.66004,1203.66004,1203.66,,12/21/21
1190.084,1190.08429,1190.08429,1190.084,,12/20/21
1216.296,1216.296,1216.296,1216.296,,12/17/21
1223.888,1223.88759,1223.888,1223.88759,,12/16/21
1214.496,1214.49606,1214.49606,1214.496,,12/15/21
1222.1,1222.09962,1222.1,1222.09962,,12/14/21
1230.607,1230.60735,1230.60735,1230.607,,12/13/21
1238.535,1238.53501,1238.53501,1238.535,,12/10/21
1247.713,1247.71302,1247.71302,1247.713,,12/09/21
1241.01,1241.00979,1241.01,1241.00979,,12/08/21
1235.56,1235.55959,1235.56,1235.55959,,12/07/21
1213.958,1213.95847,1213.95847,1213.958,,12/06/21
1224.644,1224.64374,1224.644,1224.64374,,12/03/21
1236.194,1236.19436,1236.19436,1236.194,,12/02/21
1226.81,1226.80989,1226.81,1226.80989,,12/01/21
1212.42,1212.42018,1212.42018,1212.42,,11/30/21
1218.987,1218.98749,1218.98749,1218.987,,11/29/21
1223.132,1223.13153,1223.132,1223.13153,,11/26/21
1254.688,1254.68834,1254.68834,1254.688,,11/25/21
1253.152,1253.15242,1253.15242,1253.152,,11/24/21
1255.39,1255.39046,1255.39046,1255.39,,11/23/21
1261.557,1261.55728,1261.55728,1261.557,,11/22/21
1269.222,1269.2224,1269.2224,1269.222,,11/19/21
1273.87,1273.87003,1273.87003,1273.87,,11/18/21
1286.87,1286.86985,1286.87,1286.86985,,11/17/21
1290.548,1290.54783,1290.548,1290.54783,,11/16/21
1286.815,1286.81541,1286.81541,1286.815,,11/15/21
1285.479,1285.47907,1285.47907,1285.479,,11/12/21
1281.397,1281.39673,1281.397,1281.39673,,11/11/21
1274.39,1274.39038,1274.39038,1274.39,,11/10/21
1272.955,1272.9548,1272.955,1272.9548,,11/09/21
1268.823,1268.82296,1268.823,1268.82296,,11/08/21
1264.065,1264.0655,1264.0655,1264.065,,11/05/21
1268.451,1268.45086,1268.451,1268.45086,,11/04/21
1262.459,1262.45917,1262.45917,1262.459,,11/03/21
1263.956,1263.95602,1263.95602,1263.956,,11/02/21
1264.535,1264.53511,1264.53511,1264.535,,11/01/21
1264.754,1264.75413,1264.75413,1264.754,,10/29/21
1276.068,1276.06808,1276.06808,1276.068,,10/28/21
1282.885,1282.88513,1282.88513,1282.885,,10/27/21
1296.06,1296.0598,1296.06,1296.0598,,10/26/21
1297.259,1297.25936,1297.25936,1297.259,,10/25/21
1293.14,1293.14,1293.14,1293.14,,10/22/21
1293.002,1293.00154,1293.002,1293.00154,,10/21/21
1301.129,1301.12884,1301.129,1301.12884,,10/20/21
1294.566,1294.56561,1294.566,1294.56561,,10/19/21
1283.017,1283.01734,1283.01734,1283.017,,10/18/21
1283.672,1283.6716,1283.672,1283.6716,,10/15/21
1266.669,1266.66872,1266.669,1266.66872,,10/14/21
1260.229,1260.22887,1260.229,1260.22887,,10/13/21
1253.629,1253.62926,1253.62926,1253.629,,10/12/21
1265.654,1265.65408,1265.65408,1265.654,,10/11/21
1257.042,1257.04238,1257.04238,1257.042,,10/08/21
1253.28,1253.27951,1253.28,1253.27951,,10/07/21
1227.132,1227.13209,1227.13209,1227.132,,10/06/21
1236.512,1236.51233,1236.51233,1236.512,,10/05/21
1236.414,1236.41446,1236.41446,1236.414,,10/04/21
1246.601,1246.60149,1246.60149,1246.601,,10/01/21
1253.097,1253.09734,1253.09734,1253.097,,09/30/21
1251.282,1251.28164,1251.282,1251.28164,,09/29/21
1260.886,1260.88603,1260.88603,1260.886,,09/28/21
1267.359,1267.35883,1267.359,1267.35883,,09/27/21
1265.102,1265.10193,1265.102,1265.10193,,09/24/21
1272.521,1272.52143,1272.52143,1272.521,,09/23/21
1262.791,1262.79073,1262.791,1262.79073,,09/22/21
1261.405,1261.40464,1261.405,1261.40464,,09/21/21
1258.229,1258.22945,1258.22945,1258.229,,09/20/21
1279.346,1279.34564,1279.346,1279.34564,,09/17/21
1276.78,1276.78001,1276.78001,1276.78,,09/16/21
1288.678,1288.67812,1288.67812,1288.678,,09/15/21
1296.147,1296.14727,1296.14727,1296.147,,09/14/21
1301.544,1301.54399,1301.544,1301.54399,,09/13/21
1308.942,1308.94226,1308.94226,1308.942,,09/10/21
1299.969,1299.96945,1299.96945,1299.969,,09/09/21
1313.603,1313.60338,1313.60338,1313.603,,09/08/21
1325.647,1325.64698,1325.647,1325.64698,,09/07/21
1324.372,1324.37189,1324.372,1324.37189,,09/06/21
1315.914,1315.91436,1315.91436,1315.914,,09/03/21
1311.913,1311.91266,1311.913,1311.91266,,09/02/21
1312.441,1312.44139,1312.44139,1312.441,,09/01/21
1308.67,1308.67046,1308.67046,1308.67,,08/31/21
1285.39,1285.38965,1285.39,1285.38965,,08/30/21
1272.673,1272.67284,1272.673,1272.67284,,08/27/21
1266.134,1266.13439,1266.13439,1266.134,,08/26/21
1275.306,1275.30566,1275.306,1275.30566,,08/25/21
1270.011,1270.01098,1270.011,1270.01098,,08/24/21
