Date,Open,High,Low,Close
08/19/2013,"1,778.36","1,778.36","1,778.36","1,778.36"
08/16/2013,"1,788.24","1,788.24","1,788.24","1,788.24"
08/15/2013,"1,792.21","1,792.21","1,792.21","1,792.21"
08/14/2013,"1,793.73","1,793.73","1,793.73","1,793.73"
08/13/2013,"1,795.09","1,795.09","1,795.09","1,795.09"
08/12/2013,"1,784.57","1,784.57","1,784.57","1,784.57"
08/09/2013,"1,779.32","1,779.32","1,779.32","1,779.32"
08/08/2013,"1,779.32","1,779.32","1,779.32","1,779.32"
08/07/2013,"1,779.32","1,779.32","1,779.32","1,779.32"
08/06/2013,"1,784.64","1,784.64","1,784.64","1,784.64"
08/05/2013,"1,785.14","1,785.14","1,785.14","1,785.14"
08/02/2013,"1,782.51","1,782.51","1,782.51","1,782.51"
08/01/2013,"1,777.82","1,777.82","1,777.82","1,777.82"
07/31/2013,"1,772.62","1,772.62","1,772.62","1,772.62"
07/30/2013,"1,795.08","1,795.08","1,795.08","1,795.08"
07/29/2013,"1,798.78","1,798.78","1,798.78","1,798.78"
07/26/2013,"1,807.61","1,807.61","1,807.61","1,807.61"
07/25/2013,"1,808.42","1,808.42","1,808.42","1,808.42"
07/24/2013,"1,810.00","1,810.00","1,810.00","1,810.00"
07/23/2013,"1,805.31","1,805.31","1,805.31","1,805.31"
07/22/2013,"1,797.68","1,797.68","1,797.68","1,797.68"
07/19/2013,"1,797.74","1,797.74","1,797.74","1,797.74"
07/18/2013,"1,791.54","1,791.54","1,791.54","1,791.54"
07/17/2013,"1,788.66","1,788.66","1,788.66","1,788.66"
07/16/2013,"1,786.39","1,786.39","1,786.39","1,786.39"
07/15/2013,"1,786.67","1,786.67","1,786.67","1,786.67"
07/12/2013,"1,785.65","1,785.65","1,785.65","1,785.65"
07/11/2013,"1,781.15","1,781.15","1,781.15","1,781.15"
07/10/2013,"1,768.71","1,768.71","1,768.71","1,768.71"
07/09/2013,"1,766.49","1,766.49","1,766.49","1,766.49"
07/08/2013,"1,762.87","1,762.87","1,762.87","1,762.87"
07/05/2013,"1,772.27","1,772.27","1,772.27","1,772.27"
07/04/2013,"1,771.34","1,771.34","1,771.34","1,771.34"
07/03/2013,"1,769.21","1,769.21","1,769.21","1,769.21"
07/02/2013,"1,771.89","1,771.89","1,771.89","1,771.89"
07/01/2013,"1,775.14","1,775.14","1,775.14","1,775.14"
06/28/2013,"1,773.54","1,773.54","1,773.54","1,773.54"
06/27/2013,"1,751.57","1,751.57","1,751.57","1,751.57"
06/26/2013,"1,740.76","1,740.76","1,740.76","1,740.76"
06/25/2013,"1,728.64","1,728.64","1,728.64","1,728.64"
06/24/2013,"1,738.19","1,738.19","1,738.19","1,738.19"
06/21/2013,"1,755.85","1,755.85","1,755.85","1,755.85"
06/20/2013,"1,762.34","1,762.34","1,762.34","1,762.34"
06/19/2013,"1,772.88","1,772.88","1,772.88","1,772.88"
06/18/2013,"1,774.05","1,774.05","1,774.05","1,774.05"
06/17/2013,"1,772.17","1,772.17","1,772.17","1,772.17"
06/14/2013,"1,762.19","1,762.19","1,762.19","1,762.19"
06/13/2013,"1,742.87","1,742.87","1,742.87","1,742.87"
06/12/2013,"1,775.12","1,775.12","1,775.12","1,775.12"
06/11/2013,"1,779.57","1,779.57","1,779.57","1,779.57"
06/10/2013,"1,787.80","1,787.80","1,787.80","1,787.80"
06/07/2013,"1,775.59","1,775.59","1,775.59","1,775.59"
06/06/2013,"1,769.60","1,769.60","1,769.60","1,769.60"
06/05/2013,"1,774.42","1,774.42","1,774.42","1,774.42"
06/04/2013,"1,776.74","1,776.74","1,776.74","1,776.74"
06/03/2013,"1,766.33","1,766.33","1,766.33","1,766.33"
05/31/2013,"1,769.22","1,769.22","1,769.22","1,769.22"
05/30/2013,"1,774.92","1,774.92","1,774.92","1,774.92"
05/29/2013,"1,783.47","1,783.47","1,783.47","1,783.47"
05/28/2013,"1,776.16","1,776.16","1,776.16","1,776.16"
05/27/2013,"1,767.13","1,767.13","1,767.13","1,767.13"
05/24/2013,"1,773.06","1,773.06","1,773.06","1,773.06"
05/23/2013,"1,773.06","1,773.06","1,773.06","1,773.06"
05/22/2013,"1,783.88","1,783.88","1,783.88","1,783.88"
05/21/2013,"1,787.38","1,787.38","1,787.38","1,787.38"
05/20/2013,"1,777.15","1,777.15","1,777.15","1,777.15"
05/17/2013,"1,769.16","1,769.16","1,769.16","1,769.16"
05/16/2013,"1,766.72","1,766.72","1,766.72","1,766.72"
05/15/2013,"1,783.03","1,783.03","1,783.03","1,783.03"
05/14/2013,"1,788.43","1,788.43","1,788.43","1,788.43"
05/13/2013,"1,787.90","1,787.90","1,787.90","1,787.90"
05/10/2013,"1,772.38","1,772.38","1,772.38","1,772.38"
05/09/2013,"1,766.07","1,766.07","1,766.07","1,766.07"
05/08/2013,"1,774.00","1,774.00","1,774.00","1,774.00"
05/07/2013,"1,776.73","1,776.73","1,776.73","1,776.73"
05/06/2013,"1,752.02","1,752.02","1,752.02","1,752.02"
05/03/2013,"1,694.77","1,694.77","1,694.77","1,694.77"
05/02/2013,"1,713.46","1,713.46","1,713.46","1,713.46"
05/01/2013,"1,717.65","1,717.65","1,717.65","1,717.65"
04/30/2013,"1,717.65","1,717.65","1,717.65","1,717.65"
04/29/2013,"1,707.97","1,707.97","1,707.97","1,707.97"
04/26/2013,"1,711.29","1,711.29","1,711.29","1,711.29"
04/25/2013,"1,706.34","1,706.34","1,706.34","1,706.34"
04/24/2013,"1,707.35","1,707.35","1,707.35","1,707.35"
04/23/2013,"1,700.39","1,700.39","1,700.39","1,700.39"
04/22/2013,"1,706.68","1,706.68","1,706.68","1,706.68"
04/19/2013,"1,706.28","1,706.28","1,706.28","1,706.28"
04/18/2013,"1,706.26","1,706.26","1,706.26","1,706.26"
04/17/2013,"1,710.97","1,710.97","1,710.97","1,710.97"
04/16/2013,"1,700.53","1,700.53","1,700.53","1,700.53"
04/15/2013,"1,697.77","1,697.77","1,697.77","1,697.77"
04/12/2013,"1,698.53","1,698.53","1,698.53","1,698.53"
04/11/2013,"1,707.04","1,707.04","1,707.04","1,707.04"
04/10/2013,"1,696.20","1,696.20","1,696.20","1,696.20"
04/09/2013,"1,690.27","1,690.27","1,690.27","1,690.27"
04/08/2013,"1,687.99","1,687.99","1,687.99","1,687.99"
04/05/2013,"1,688.65","1,688.65","1,688.65","1,688.65"
04/04/2013,"1,688.46","1,688.46","1,688.46","1,688.46"
04/03/2013,"1,685.40","1,685.40","1,685.40","1,685.40"
04/02/2013,"1,685.00","1,685.00","1,685.00","1,685.00"
04/01/2013,"1,667.61","1,667.61","1,667.61","1,667.61"
03/29/2013,"1,671.63","1,671.63","1,671.63","1,671.63"
03/28/2013,"1,674.04","1,674.04","1,674.04","1,674.04"
03/27/2013,"1,667.57","1,667.57","1,667.57","1,667.57"
03/26/2013,"1,652.83","1,652.83","1,652.83","1,652.83"
03/25/2013,"1,643.89","1,643.89","1,643.89","1,643.89"
03/22/2013,"1,626.89","1,626.89","1,626.89","1,626.89"
03/21/2013,"1,630.75","1,630.75","1,630.75","1,630.75"
03/20/2013,"1,631.54","1,631.54","1,631.54","1,631.54"
03/19/2013,"1,625.46","1,625.46","1,625.46","1,625.46"
03/18/2013,"1,621.36","1,621.36","1,621.36","1,621.36"
03/15/2013,"1,627.64","1,627.64","1,627.64","1,627.64"
03/14/2013,"1,640.74","1,640.74","1,640.74","1,640.74"
03/13/2013,"1,646.22","1,646.22","1,646.22","1,646.22"
03/12/2013,"1,656.54","1,656.54","1,656.54","1,656.54"
03/11/2013,"1,657.96","1,657.96","1,657.96","1,657.96"
03/08/2013,"1,653.96","1,653.96","1,653.96","1,653.96"
03/07/2013,"1,650.93","1,650.93","1,650.93","1,650.93"
03/06/2013,"1,651.84","1,651.84","1,651.84","1,651.84"
03/05/2013,"1,642.08","1,642.08","1,642.08","1,642.08"
03/04/2013,"1,635.98","1,635.98","1,635.98","1,635.98"
03/01/2013,"1,637.44","1,637.44","1,637.44","1,637.44"
02/28/2013,"1,637.63","1,637.63","1,637.63","1,637.63"
02/27/2013,"1,624.14","1,624.14","1,624.14","1,624.14"
02/26/2013,"1,624.18","1,624.18","1,624.18","1,624.18"
02/25/2013,"1,627.35","1,627.35","1,627.35","1,627.35"
02/22/2013,"1,622.08","1,622.08","1,622.08","1,622.08"
02/21/2013,"1,614.05","1,614.05","1,614.05","1,614.05"
02/20/2013,"1,613.33","1,613.33","1,613.33","1,613.33"
02/19/2013,"1,615.07","1,615.07","1,615.07","1,615.07"
02/18/2013,"1,620.93","1,620.93","1,620.93","1,620.93"
02/15/2013,"1,627.93","1,627.93","1,627.93","1,627.93"
02/14/2013,"1,630.89","1,630.89","1,630.89","1,630.89"
02/13/2013,"1,631.16","1,631.16","1,631.16","1,631.16"
02/12/2013,"1,623.80","1,623.80","1,623.80","1,623.80"
02/11/2013,"1,623.80","1,623.80","1,623.80","1,623.80"
02/08/2013,"1,623.80","1,623.80","1,623.80","1,623.80"
02/07/2013,"1,619.57","1,619.57","1,619.57","1,619.57"
02/06/2013,"1,614.14","1,614.14","1,614.14","1,614.14"
02/05/2013,"1,633.35","1,633.35","1,633.35","1,633.35"
02/04/2013,"1,634.55","1,634.55","1,634.55","1,634.55"
02/01/2013,"1,627.55","1,627.55","1,627.55","1,627.55"
01/31/2013,"1,627.55","1,627.55","1,627.55","1,627.55"
01/30/2013,"1,627.73","1,627.73","1,627.73","1,627.73"
01/29/2013,"1,637.34","1,637.34","1,637.34","1,637.34"
01/28/2013,"1,637.13","1,637.13","1,637.13","1,637.13"
01/25/2013,"1,637.13","1,637.13","1,637.13","1,637.13"
01/24/2013,"1,635.25","1,635.25","1,635.25","1,635.25"
01/23/2013,"1,635.25","1,635.25","1,635.25","1,635.25"
01/22/2013,"1,628.66","1,628.66","1,628.66","1,628.66"
01/21/2013,"1,635.63","1,635.63","1,635.63","1,635.63"
01/18/2013,"1,676.44","1,676.44","1,676.44","1,676.44"
01/17/2013,"1,681.09","1,681.09","1,681.09","1,681.09"
01/16/2013,"1,682.95","1,682.95","1,682.95","1,682.95"
01/15/2013,"1,685.89","1,685.89","1,685.89","1,685.89"
01/14/2013,"1,684.63","1,684.63","1,684.63","1,684.63"
01/11/2013,"1,682.70","1,682.70","1,682.70","1,682.70"
01/10/2013,"1,684.57","1,684.57","1,684.57","1,684.57"
01/09/2013,"1,689.93","1,689.93","1,689.93","1,689.93"
01/08/2013,"1,688.91","1,688.91","1,688.91","1,688.91"
01/07/2013,"1,694.16","1,694.16","1,694.16","1,694.16"
01/04/2013,"1,692.58","1,692.58","1,692.58","1,692.58"
01/03/2013,"1,692.65","1,692.65","1,692.65","1,692.65"
01/02/2013,"1,674.72","1,674.72","1,674.72","1,674.72"
12/31/2012,"1,688.95","1,688.95","1,688.95","1,688.95"
12/28/2012,"1,681.33","1,681.33","1,681.33","1,681.33"
12/27/2012,"1,674.16","1,674.16","1,674.16","1,674.16"
12/26/2012,"1,671.58","1,671.58","1,671.58","1,671.58"
12/24/2012,"1,669.40","1,669.40","1,669.40","1,669.40"
12/21/2012,"1,658.85","1,658.85","1,658.85","1,658.85"
12/20/2012,"1,670.60","1,670.60","1,670.60","1,670.60"
12/19/2012,"1,665.64","1,665.64","1,665.64","1,665.64"
12/18/2012,"1,659.44","1,659.44","1,659.44","1,659.44"
12/17/2012,"1,648.58","1,648.58","1,648.58","1,648.58"
12/14/2012,"1,651.98","1,651.98","1,651.98","1,651.98"
12/13/2012,"1,652.75","1,652.75","1,652.75","1,652.75"
12/12/2012,"1,649.75","1,649.75","1,649.75","1,649.75"
12/11/2012,"1,641.57","1,641.57","1,641.57","1,641.57"
12/10/2012,"1,632.15","1,632.15","1,632.15","1,632.15"
12/07/2012,"1,617.77","1,617.77","1,617.77","1,617.77"
12/06/2012,"1,616.23","1,616.23","1,616.23","1,616.23"
12/05/2012,"1,613.79","1,613.79","1,613.79","1,613.79"
12/04/2012,"1,607.61","1,607.61","1,607.61","1,607.61"
12/03/2012,"1,607.35","1,607.35","1,607.35","1,607.35"
11/30/2012,"1,610.83","1,610.83","1,610.83","1,610.83"
11/29/2012,"1,607.32","1,607.32","1,607.32","1,607.32"
11/28/2012,"1,606.52","1,606.52","1,606.52","1,606.52"
11/27/2012,"1,598.17","1,598.17","1,598.17","1,598.17"
11/26/2012,"1,607.88","1,607.88","1,607.88","1,607.88"
11/23/2012,"1,614.32","1,614.32","1,614.32","1,614.32"
11/22/2012,"1,618.55","1,618.55","1,618.55","1,618.55"
11/21/2012,"1,622.97","1,622.97","1,622.97","1,622.97"
11/20/2012,"1,624.20","1,624.20","1,624.20","1,624.20"
11/19/2012,"1,623.31","1,623.31","1,623.31","1,623.31"
11/16/2012,"1,629.28","1,629.28","1,629.28","1,629.28"
11/15/2012,"1,631.68","1,631.68","1,631.68","1,631.68"
11/14/2012,"1,631.68","1,631.68","1,631.68","1,631.68"
11/13/2012,"1,637.59","1,637.59","1,637.59","1,637.59"
11/12/2012,"1,637.59","1,637.59","1,637.59","1,637.59"
11/09/2012,"1,641.08","1,641.08","1,641.08","1,641.08"
11/08/2012,"1,641.07","1,641.07","1,641.07","1,641.07"
11/07/2012,"1,645.53","1,645.53","1,645.53","1,645.53"
11/06/2012,"1,645.63","1,645.63","1,645.63","1,645.63"
11/05/2012,"1,654.04","1,654.04","1,654.04","1,654.04"
11/02/2012,"1,656.13","1,656.13","1,656.13","1,656.13"
11/01/2012,"1,675.69","1,675.69","1,675.69","1,675.69"
10/31/2012,"1,673.07","1,673.07","1,673.07","1,673.07"
10/30/2012,"1,674.67","1,674.67","1,674.67","1,674.67"
10/29/2012,"1,672.56","1,672.56","1,672.56","1,672.56"
10/26/2012,"1,671.89","1,671.89","1,671.89","1,671.89"
10/25/2012,"1,671.89","1,671.89","1,671.89","1,671.89"
10/24/2012,"1,667.99","1,667.99","1,667.99","1,667.99"
10/23/2012,"1,664.90","1,664.90","1,664.90","1,664.90"
10/22/2012,"1,661.95","1,661.95","1,661.95","1,661.95"
10/19/2012,"1,666.35","1,666.35","1,666.35","1,666.35"
10/18/2012,"1,665.42","1,665.42","1,665.42","1,665.42"
10/17/2012,"1,660.67","1,660.67","1,660.67","1,660.67"
10/16/2012,"1,653.52","1,653.52","1,653.52","1,653.52"
10/15/2012,"1,654.44","1,654.44","1,654.44","1,654.44"
10/12/2012,"1,653.36","1,653.36","1,653.36","1,653.36"
10/11/2012,"1,655.47","1,655.47","1,655.47","1,655.47"
10/10/2012,"1,659.40","1,659.40","1,659.40","1,659.40"
10/09/2012,"1,663.32","1,663.32","1,663.32","1,663.32"
10/08/2012,"1,660.22","1,660.22","1,660.22","1,660.22"
10/05/2012,"1,660.23","1,660.23","1,660.23","1,660.23"
10/04/2012,"1,661.47","1,661.47","1,661.47","1,661.47"
10/03/2012,"1,649.75","1,649.75","1,649.75","1,649.75"
10/02/2012,"1,651.03","1,651.03","1,651.03","1,651.03"
10/01/2012,"1,643.31","1,643.31","1,643.31","1,643.31"
09/28/2012,"1,636.66","1,636.66","1,636.66","1,636.66"
09/27/2012,"1,627.84","1,627.84","1,627.84","1,627.84"
09/26/2012,"1,619.30","1,619.30","1,619.30","1,619.30"
09/25/2012,"1,618.58","1,618.58","1,618.58","1,618.58"
09/24/2012,"1,612.38","1,612.38","1,612.38","1,612.38"
09/21/2012,"1,623.70","1,623.70","1,623.70","1,623.70"
09/20/2012,"1,625.59","1,625.59","1,625.59","1,625.59"
09/19/2012,"1,646.11","1,646.11","1,646.11","1,646.11"
09/18/2012,"1,640.33","1,640.33","1,640.33","1,640.33"
09/17/2012,"1,642.95","1,642.95","1,642.95","1,642.95"
09/14/2012,"1,642.95","1,642.95","1,642.95","1,642.95"
09/13/2012,"1,628.40","1,628.40","1,628.40","1,628.40"
09/12/2012,"1,613.78","1,613.78","1,613.78","1,613.78"
09/11/2012,"1,614.24","1,614.24","1,614.24","1,614.24"
09/10/2012,"1,621.04","1,621.04","1,621.04","1,621.04"
09/07/2012,"1,624.55","1,624.55","1,624.55","1,624.55"
09/06/2012,"1,617.99","1,617.99","1,617.99","1,617.99"
09/05/2012,"1,641.01","1,641.01","1,641.01","1,641.01"
09/04/2012,"1,654.11","1,654.11","1,654.11","1,654.11"
09/03/2012,"1,653.90","1,653.90","1,653.90","1,653.90"
08/31/2012,"1,646.11","1,646.11","1,646.11","1,646.11"
08/30/2012,"1,646.11","1,646.11","1,646.11","1,646.11"
08/29/2012,"1,645.58","1,645.58","1,645.58","1,645.58"
08/28/2012,"1,647.11","1,647.11","1,647.11","1,647.11"
08/27/2012,"1,648.13","1,648.13","1,648.13","1,648.13"
08/24/2012,"1,648.22","1,648.22","1,648.22","1,648.22"
08/23/2012,"1,651.61","1,651.61","1,651.61","1,651.61"
08/22/2012,"1,652.25","1,652.25","1,652.25","1,652.25"
08/21/2012,"1,649.79","1,649.79","1,649.79","1,649.79"
08/20/2012,"1,649.79","1,649.79","1,649.79","1,649.79"
