Date,Open,High,Low,Close
08/07/2023,"1,445.81","1,445.81","1,445.81","1,445.81"
08/04/2023,"1,445.21","1,445.21","1,445.21","1,445.21"
08/03/2023,"1,441.85","1,441.85","1,441.85","1,441.85"
08/02/2023,"1,444.56","1,444.56","1,444.56","1,444.56"
08/01/2023,"1,451.24","1,451.24","1,451.24","1,451.24"
07/31/2023,"1,459.43","1,459.43","1,459.43","1,459.43"
07/28/2023,"1,450.35","1,450.35","1,450.35","1,450.35"
07/27/2023,"1,451.27","1,451.27","1,451.27","1,451.27"
07/26/2023,"1,449.29","1,449.29","1,449.29","1,449.29"
07/25/2023,"1,436.79","1,436.79","1,436.79","1,436.79"
07/24/2023,"1,424.69","1,424.69","1,424.69","1,424.69"
07/21/2023,"1,413.52","1,413.52","1,413.52","1,413.52"
07/20/2023,"1,406.69","1,406.69","1,406.69","1,406.69"
07/18/2023,"1,403.03","1,403.03","1,403.03","1,403.03"
07/17/2023,"1,406.10","1,406.10","1,406.10","1,406.10"
07/14/2023,"1,412.09","1,412.09","1,412.09","1,412.09"
07/13/2023,"1,396.23","1,396.23","1,396.23","1,396.23"
07/12/2023,"1,398.06","1,398.06","1,398.06","1,398.06"
07/11/2023,"1,391.46","1,391.46","1,391.46","1,391.46"
07/10/2023,"1,383.06","1,383.06","1,383.06","1,383.06"
07/07/2023,"1,377.67","1,377.67","1,377.67","1,377.67"
07/06/2023,"1,385.95","1,385.95","1,385.95","1,385.95"
07/05/2023,"1,389.90","1,389.90","1,389.90","1,389.90"
07/04/2023,"1,392.49","1,392.49","1,392.49","1,392.49"
07/03/2023,"1,395.89","1,395.89","1,395.89","1,395.89"
06/30/2023,"1,376.68","1,376.68","1,376.68","1,376.68"
06/28/2023,"1,388.37","1,388.37","1,388.37","1,388.37"
06/27/2023,"1,386.74","1,386.74","1,386.74","1,386.74"
06/26/2023,"1,389.88","1,389.88","1,389.88","1,389.88"
06/23/2023,"1,390.89","1,390.89","1,390.89","1,390.89"
06/22/2023,"1,394.67","1,394.67","1,394.67","1,394.67"
06/21/2023,"1,393.45","1,393.45","1,393.45","1,393.45"
06/20/2023,"1,388.33","1,388.33","1,388.33","1,388.33"
06/19/2023,"1,387.33","1,387.33","1,387.33","1,387.33"
06/16/2023,"1,388.61","1,388.61","1,388.61","1,388.61"
06/15/2023,"1,381.73","1,381.73","1,381.73","1,381.73"
06/14/2023,"1,385.42","1,385.42","1,385.42","1,385.42"
06/13/2023,"1,380.61","1,380.61","1,380.61","1,380.61"
06/12/2023,"1,386.77","1,386.77","1,386.77","1,386.77"
06/09/2023,"1,376.08","1,376.08","1,376.08","1,376.08"
06/08/2023,"1,374.64","1,374.64","1,374.64","1,374.64"
06/07/2023,"1,378.65","1,378.65","1,378.65","1,378.65"
06/06/2023,"1,383.17","1,383.17","1,383.17","1,383.17"
06/02/2023,"1,381.26","1,381.26","1,381.26","1,381.26"
06/01/2023,"1,383.01","1,383.01","1,383.01","1,383.01"
05/31/2023,"1,387.12","1,387.12","1,387.12","1,387.12"
05/30/2023,"1,396.91","1,396.91","1,396.91","1,396.91"
05/29/2023,"1,404.93","1,404.93","1,404.93","1,404.93"
05/26/2023,"1,402.98","1,402.98","1,402.98","1,402.98"
05/25/2023,"1,402.48","1,402.48","1,402.48","1,402.48"
05/24/2023,"1,409.62","1,409.62","1,409.62","1,409.62"
05/23/2023,"1,411.54","1,411.54","1,411.54","1,411.54"
05/22/2023,"1,419.00","1,419.00","1,419.00","1,419.00"
05/19/2023,"1,428.54","1,428.54","1,428.54","1,428.54"
05/18/2023,"1,428.04","1,428.04","1,428.04","1,428.04"
05/17/2023,"1,424.34","1,424.34","1,424.34","1,424.34"
05/16/2023,"1,423.50","1,423.50","1,423.50","1,423.50"
05/15/2023,"1,417.37","1,417.37","1,417.37","1,417.37"
05/12/2023,"1,422.92","1,422.92","1,422.92","1,422.92"
05/11/2023,"1,425.18","1,425.18","1,425.18","1,425.18"
05/10/2023,"1,425.68","1,425.68","1,425.68","1,425.68"
05/09/2023,"1,432.63","1,432.63","1,432.63","1,432.63"
05/08/2023,"1,433.74","1,433.74","1,433.74","1,433.74"
05/05/2023,"1,431.04","1,431.04","1,431.04","1,431.04"
05/03/2023,"1,425.99","1,425.99","1,425.99","1,425.99"
05/02/2023,"1,426.11","1,426.11","1,426.11","1,426.11"
04/28/2023,"1,415.95","1,415.95","1,415.95","1,415.95"
04/27/2023,"1,418.05","1,418.05","1,418.05","1,418.05"
04/26/2023,"1,414.25","1,414.25","1,414.25","1,414.25"
04/25/2023,"1,425.19","1,425.19","1,425.19","1,425.19"
04/20/2023,"1,422.11","1,422.11","1,422.11","1,422.11"
04/19/2023,"1,425.07","1,425.07","1,425.07","1,425.07"
04/18/2023,"1,432.36","1,432.36","1,432.36","1,432.36"
04/17/2023,"1,434.90","1,434.90","1,434.90","1,434.90"
04/14/2023,"1,435.13","1,435.13","1,435.13","1,435.13"
04/13/2023,"1,434.22","1,434.22","1,434.22","1,434.22"
04/12/2023,"1,434.74","1,434.74","1,434.74","1,434.74"
04/11/2023,"1,435.89","1,435.89","1,435.89","1,435.89"
04/10/2023,"1,428.13","1,428.13","1,428.13","1,428.13"
04/07/2023,"1,427.04","1,427.04","1,427.04","1,427.04"
04/06/2023,"1,424.89","1,424.89","1,424.89","1,424.89"
04/05/2023,"1,429.55","1,429.55","1,429.55","1,429.55"
04/04/2023,"1,429.61","1,429.61","1,429.61","1,429.61"
04/03/2023,"1,433.39","1,433.39","1,433.39","1,433.39"
03/31/2023,"1,422.59","1,422.59","1,422.59","1,422.59"
03/30/2023,"1,424.61","1,424.61","1,424.61","1,424.61"
03/29/2023,"1,420.35","1,420.35","1,420.35","1,420.35"
03/28/2023,"1,409.09","1,409.09","1,409.09","1,409.09"
03/27/2023,"1,396.60","1,396.60","1,396.60","1,396.60"
03/24/2023,"1,399.70","1,399.70","1,399.70","1,399.70"
03/23/2023,"1,410.98","1,410.98","1,410.98","1,410.98"
03/22/2023,"1,412.04","1,412.04","1,412.04","1,412.04"
03/21/2023,"1,406.55","1,406.55","1,406.55","1,406.55"
03/20/2023,"1,401.81","1,401.81","1,401.81","1,401.81"
03/17/2023,"1,411.73","1,411.73","1,411.73","1,411.73"
03/16/2023,"1,391.60","1,391.60","1,391.60","1,391.60"
03/15/2023,"1,403.93","1,403.93","1,403.93","1,403.93"
03/14/2023,"1,393.83","1,393.83","1,393.83","1,393.83"
03/13/2023,"1,421.83","1,421.83","1,421.83","1,421.83"
03/10/2023,"1,433.08","1,433.08","1,433.08","1,433.08"
03/09/2023,"1,449.53","1,449.53","1,449.53","1,449.53"
03/08/2023,"1,454.66","1,454.66","1,454.66","1,454.66"
03/07/2023,"1,458.67","1,458.67","1,458.67","1,458.67"
03/06/2023,"1,452.68","1,452.68","1,452.68","1,452.68"
03/03/2023,"1,453.55","1,453.55","1,453.55","1,453.55"
03/02/2023,"1,455.49","1,455.49","1,455.49","1,455.49"
03/01/2023,"1,450.20","1,450.20","1,450.20","1,450.20"
02/28/2023,"1,454.19","1,454.19","1,454.19","1,454.19"
02/27/2023,"1,455.50","1,455.50","1,455.50","1,455.50"
02/24/2023,"1,456.80","1,456.80","1,456.80","1,456.80"
02/23/2023,"1,457.65","1,457.65","1,457.65","1,457.65"
02/22/2023,"1,464.00","1,464.00","1,464.00","1,464.00"
02/21/2023,"1,474.01","1,474.01","1,474.01","1,474.01"
02/20/2023,"1,473.46","1,473.46","1,473.46","1,473.46"
02/17/2023,"1,476.90","1,476.90","1,476.90","1,476.90"
02/16/2023,"1,484.26","1,484.26","1,484.26","1,484.26"
02/15/2023,"1,488.19","1,488.19","1,488.19","1,488.19"
02/14/2023,"1,483.97","1,483.97","1,483.97","1,483.97"
02/13/2023,"1,475.17","1,475.17","1,475.17","1,475.17"
02/10/2023,"1,474.59","1,474.59","1,474.59","1,474.59"
02/09/2023,"1,464.64","1,464.64","1,464.64","1,464.64"
02/08/2023,"1,470.75","1,470.75","1,470.75","1,470.75"
02/07/2023,"1,476.38","1,476.38","1,476.38","1,476.38"
02/03/2023,"1,490.47","1,490.47","1,490.47","1,490.47"
02/02/2023,"1,489.80","1,489.80","1,489.80","1,489.80"
01/31/2023,"1,485.50","1,485.50","1,485.50","1,485.50"
01/30/2023,"1,499.39","1,499.39","1,499.39","1,499.39"
01/27/2023,"1,497.55","1,497.55","1,497.55","1,497.55"
01/26/2023,"1,498.39","1,498.39","1,498.39","1,498.39"
01/25/2023,"1,499.45","1,499.45","1,499.45","1,499.45"
01/20/2023,"1,500.33","1,500.33","1,500.33","1,500.33"
01/19/2023,"1,496.22","1,496.22","1,496.22","1,496.22"
01/18/2023,"1,495.50","1,495.50","1,495.50","1,495.50"
01/17/2023,"1,499.38","1,499.38","1,499.38","1,499.38"
01/16/2023,"1,493.56","1,493.56","1,493.56","1,493.56"
01/13/2023,"1,495.03","1,495.03","1,495.03","1,495.03"
01/12/2023,"1,488.66","1,488.66","1,488.66","1,488.66"
01/11/2023,"1,487.87","1,487.87","1,487.87","1,487.87"
01/10/2023,"1,485.13","1,485.13","1,485.13","1,485.13"
01/09/2023,"1,493.42","1,493.42","1,493.42","1,493.42"
01/06/2023,"1,480.55","1,480.55","1,480.55","1,480.55"
01/05/2023,"1,480.93","1,480.93","1,480.93","1,480.93"
01/04/2023,"1,469.55","1,469.55","1,469.55","1,469.55"
01/03/2023,"1,473.99","1,473.99","1,473.99","1,473.99"
12/30/2022,"1,495.49","1,495.49","1,495.49","1,495.49"
12/29/2022,"1,491.63","1,491.63","1,491.63","1,491.63"
12/28/2022,"1,480.11","1,480.11","1,480.11","1,480.11"
12/27/2022,"1,474.69","1,474.69","1,474.69","1,474.69"
12/23/2022,"1,474.68","1,474.68","1,474.68","1,474.68"
12/22/2022,"1,468.35","1,468.35","1,468.35","1,468.35"
12/21/2022,"1,462.55","1,462.55","1,462.55","1,462.55"
12/20/2022,"1,467.32","1,467.32","1,467.32","1,467.32"
12/19/2022,"1,477.09","1,477.09","1,477.09","1,477.09"
12/16/2022,"1,478.54","1,478.54","1,478.54","1,478.54"
12/15/2022,"1,467.13","1,467.13","1,467.13","1,467.13"
12/14/2022,"1,483.17","1,483.17","1,483.17","1,483.17"
12/13/2022,"1,470.12","1,470.12","1,470.12","1,470.12"
12/12/2022,"1,474.38","1,474.38","1,474.38","1,474.38"
12/09/2022,"1,477.19","1,477.19","1,477.19","1,477.19"
12/08/2022,"1,465.93","1,465.93","1,465.93","1,465.93"
12/07/2022,"1,466.88","1,466.88","1,466.88","1,466.88"
12/06/2022,"1,471.55","1,471.55","1,471.55","1,471.55"
12/05/2022,"1,471.56","1,471.56","1,471.56","1,471.56"
12/02/2022,"1,481.80","1,481.80","1,481.80","1,481.80"
12/01/2022,"1,491.51","1,491.51","1,491.51","1,491.51"
11/30/2022,"1,488.80","1,488.80","1,488.80","1,488.80"
11/29/2022,"1,476.96","1,476.96","1,476.96","1,476.96"
11/25/2022,"1,486.54","1,486.54","1,486.54","1,486.54"
11/24/2022,"1,501.88","1,501.88","1,501.88","1,501.88"
11/23/2022,"1,443.50","1,443.50","1,443.50","1,443.50"
11/22/2022,"1,441.29","1,441.29","1,441.29","1,441.29"
11/21/2022,"1,447.96","1,447.96","1,447.96","1,447.96"
11/17/2022,"1,449.32","1,449.32","1,449.32","1,449.32"
11/16/2022,"1,448.38","1,448.38","1,448.38","1,448.38"
11/15/2022,"1,450.54","1,450.54","1,450.54","1,450.54"
11/14/2022,"1,464.00","1,464.00","1,464.00","1,464.00"
11/11/2022,"1,468.21","1,468.21","1,468.21","1,468.21"
11/10/2022,"1,449.74","1,449.74","1,449.74","1,449.74"
